dataset_role,source,normalization_mode,threshold,session,detected_observations,stable_inlier_observations,stable_inlier_accepted,stable_inlier_acceptance_rate,outlier_observations,outlier_rejected,outlier_rejection_rate,partial_observations,partial_rejected,partial_rejection_rate,accepted_outliers,max_abs_vz_mps,p99_abs_vz_mps,occlusion_events,events_track_expired,events_reacquired,mean_reacquisition_delay_frames,max_reacquisition_delay_frames,decision
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,x-0.4mz1.0m_1_20260825_132457_315,590,590,589,0.9983050847457627,0,0,nan,0,0,nan,0,0.08612260222434998,0.024012078419327756,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,x-0.4mz1.0m_1_20260825_132457_315,590,590,585,0.9915254237288136,0,0,nan,0,0,nan,0,0.05515821650624275,0.02854836009442799,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,x-0.4mz1.0m_1_20260825_132457_315,590,590,303,0.5135593220338983,0,0,nan,0,0,nan,0,0.07185883074998856,0.06060557812452316,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,x-0.4mz1.0m_2_20260825_132526_688,628,628,526,0.8375796178343949,0,0,nan,0,0,nan,0,0.0766952857375145,0.029539230689406348,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,x-0.4mz1.0m_2_20260825_132526_688,628,628,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,x-0.4mz1.0m_2_20260825_132526_688,628,628,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,x-0.4mz1.0m_2_20260825_132526_688,628,628,549,0.8742038216560509,0,0,nan,0,0,nan,0,0.07680939137935638,0.030731498673558233,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,x-0.4mz1.0m_2_20260825_132526_688,628,628,525,0.8359872611464968,0,0,nan,0,0,nan,0,0.0766952857375145,0.029539185985922766,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x-0.4mz1.0m_2_20260825_132526_688,628,628,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,x-0.4mz1.0m_2_20260825_132526_688,628,628,627,0.9984076433121019,0,0,nan,0,0,nan,0,0.11066538095474243,0.03348178140819076,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,x-0.4mz1.0m_2_20260825_132526_688,628,628,625,0.9952229299363057,0,0,nan,0,0,nan,0,0.11066538095474243,0.03348183102905754,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,x-0.4mz1.0m_2_20260825_132526_688,628,628,256,0.40764331210191085,0,0,nan,0,0,nan,0,0.07446705549955368,0.07446705549955368,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,x-0.4mz1.0m_3_20260825_132558_373,585,585,478,0.8170940170940171,0,0,nan,0,0,nan,0,0.030451051890850067,0.026407726295292384,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,x-0.4mz1.0m_3_20260825_132558_373,585,585,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,x-0.4mz1.0m_3_20260825_132558_373,585,585,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,x-0.4mz1.0m_3_20260825_132558_373,585,585,495,0.8461538461538461,0,0,nan,0,0,nan,0,0.029094871133565903,0.02416025444865215,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,x-0.4mz1.0m_3_20260825_132558_373,585,585,474,0.8102564102564103,0,0,nan,0,0,nan,0,0.030451051890850067,0.026376067101955426,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x-0.4mz1.0m_3_20260825_132558_373,585,585,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,x-0.4mz1.0m_3_20260825_132558_373,585,585,584,0.9982905982905983,0,0,nan,0,0,nan,0,0.03092842735350132,0.025513907968997898,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,x-0.4mz1.0m_3_20260825_132558_373,585,585,582,0.9948717948717949,0,0,nan,0,0,nan,0,0.03092842735350132,0.025513907968997898,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,x-0.4mz1.0m_3_20260825_132558_373,585,585,209,0.3572649572649573,0,0,nan,0,0,nan,0,0.07661963999271393,0.07661963999271393,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,x0.0mz1.0m_20260825_131915_200,530,530,529,0.9981132075471698,0,0,nan,0,0,nan,0,0.02808014489710331,0.02251068696379662,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,x0.0mz1.0m_20260825_131915_200,530,530,529,0.9981132075471698,0,0,nan,0,0,nan,0,0.02808014489710331,0.02251068696379662,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,x0.0mz1.0m_20260825_131915_200,530,530,529,0.9981132075471698,0,0,nan,0,0,nan,0,0.02808014489710331,0.02251068696379662,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,x0.0mz1.0m_20260825_131915_200,530,530,529,0.9981132075471698,0,0,nan,0,0,nan,0,0.02808014489710331,0.02251068696379662,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,x0.0mz1.0m_20260825_131915_200,530,530,529,0.9981132075471698,0,0,nan,0,0,nan,0,0.02808014489710331,0.02251068696379662,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.0mz1.0m_20260825_131915_200,530,530,529,0.9981132075471698,0,0,nan,0,0,nan,0,0.02808014489710331,0.02251068696379662,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,x0.0mz1.0m_20260825_131915_200,530,530,529,0.9981132075471698,0,0,nan,0,0,nan,0,0.02808014489710331,0.02251068696379662,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,x0.0mz1.0m_20260825_131915_200,530,530,529,0.9981132075471698,0,0,nan,0,0,nan,0,0.02808014489710331,0.02251068696379662,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.0mz1.0m_20260825_131915_200,530,530,529,0.9981132075471698,0,0,nan,0,0,nan,0,0.02808014489710331,0.02251068696379662,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,x0.4mz1.0m_1_20260825_132647_844,587,587,586,0.9982964224872232,0,0,nan,0,0,nan,0,0.19556482136249542,0.0861030433326957,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,x0.4mz1.0m_1_20260825_132647_844,587,587,586,0.9982964224872232,0,0,nan,0,0,nan,0,0.19556482136249542,0.0861030433326957,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,x0.4mz1.0m_1_20260825_132647_844,587,587,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,x0.4mz1.0m_1_20260825_132647_844,587,587,586,0.9982964224872232,0,0,nan,0,0,nan,0,0.19556482136249542,0.0861030433326957,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,x0.4mz1.0m_1_20260825_132647_844,587,587,586,0.9982964224872232,0,0,nan,0,0,nan,0,0.19556482136249542,0.0861030433326957,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.4mz1.0m_1_20260825_132647_844,587,587,48,0.0817717206132879,0,0,nan,0,0,nan,0,0.23467044532299042,0.23467044532299042,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,x0.4mz1.0m_1_20260825_132647_844,587,587,586,0.9982964224872232,0,0,nan,0,0,nan,0,0.19556482136249542,0.0861030433326957,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,x0.4mz1.0m_1_20260825_132647_844,587,587,586,0.9982964224872232,0,0,nan,0,0,nan,0,0.19556482136249542,0.0861030433326957,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.4mz1.0m_1_20260825_132647_844,587,587,586,0.9982964224872232,0,0,nan,0,0,nan,0,0.19556482136249542,0.0861030433326957,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,x0.4mz1.0m_2_20260825_132716_503,556,556,555,0.9982014388489209,0,0,nan,0,0,nan,0,0.09568629413843155,0.07614506974816336,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,x0.4mz1.0m_2_20260825_132716_503,556,556,555,0.9982014388489209,0,0,nan,0,0,nan,0,0.09568629413843155,0.07614506974816336,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,x0.4mz1.0m_2_20260825_132716_503,556,556,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,x0.4mz1.0m_2_20260825_132716_503,556,556,555,0.9982014388489209,0,0,nan,0,0,nan,0,0.09568629413843155,0.07614506974816336,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,x0.4mz1.0m_2_20260825_132716_503,556,556,555,0.9982014388489209,0,0,nan,0,0,nan,0,0.09568629413843155,0.07614506974816336,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.4mz1.0m_2_20260825_132716_503,556,556,43,0.07733812949640288,0,0,nan,0,0,nan,0,0.2504054009914398,0.2504054009914398,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,x0.4mz1.0m_2_20260825_132716_503,556,556,555,0.9982014388489209,0,0,nan,0,0,nan,0,0.09568629413843155,0.07614506974816336,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,x0.4mz1.0m_2_20260825_132716_503,556,556,555,0.9982014388489209,0,0,nan,0,0,nan,0,0.09568629413843155,0.07614506974816336,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.4mz1.0m_2_20260825_132716_503,556,556,555,0.9982014388489209,0,0,nan,0,0,nan,0,0.09568629413843155,0.07614506974816336,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,1800.0,x0.4mz1.0m_3_20260825_132744_034,573,573,572,0.9982547993019197,0,0,nan,0,0,nan,0,0.09126384556293488,0.08319402299821375,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2000.0,x0.4mz1.0m_3_20260825_132744_034,573,573,572,0.9982547993019197,0,0,nan,0,0,nan,0,0.09126384556293488,0.08319402299821375,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,forward_z,2503.678448310634,x0.4mz1.0m_3_20260825_132744_034,573,573,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,1800.0,x0.4mz1.0m_3_20260825_132744_034,573,573,572,0.9982547993019197,0,0,nan,0,0,nan,0,0.09126384556293488,0.08319402299821375,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2000.0,x0.4mz1.0m_3_20260825_132744_034,573,573,572,0.9982547993019197,0,0,nan,0,0,nan,0,0.09126384556293488,0.08319402299821375,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.4mz1.0m_3_20260825_132744_034,573,573,70,0.12216404886561955,0,0,nan,0,0,nan,0,0.2418982833623886,0.2418982833623886,0,0,0,nan,nan,FAIL
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,1800.0,x0.4mz1.0m_3_20260825_132744_034,573,573,572,0.9982547993019197,0,0,nan,0,0,nan,0,0.09126384556293488,0.08319402299821375,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2000.0,x0.4mz1.0m_3_20260825_132744_034,573,573,572,0.9982547993019197,0,0,nan,0,0,nan,0,0.09126384556293488,0.08319402299821375,0,0,0,nan,nan,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.4mz1.0m_3_20260825_132744_034,573,573,572,0.9982547993019197,0,0,nan,0,0,nan,0,0.09126384556293488,0.08319402299821375,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,forward_z,1800.0,x0.0mz0.8m_syahei_20260825_132109_556,767,539,0,0.0,222,217,0.9774774774774775,37,37,1.0,5,0.07009860873222351,0.07009860873222351,2,2,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,forward_z,2000.0,x0.0mz0.8m_syahei_20260825_132109_556,767,539,0,0.0,222,217,0.9774774774774775,37,37,1.0,5,0.07009860873222351,0.07009860873222351,2,2,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,forward_z,2503.678448310634,x0.0mz0.8m_syahei_20260825_132109_556,767,539,0,0.0,222,217,0.9774774774774775,37,37,1.0,5,0.07009860873222351,0.07009860873222351,2,2,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,calibrated_ground_distance,1800.0,x0.0mz0.8m_syahei_20260825_132109_556,767,539,0,0.0,222,217,0.9774774774774775,37,37,1.0,5,0.07009860873222351,0.07009860873222351,2,2,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,calibrated_ground_distance,2000.0,x0.0mz0.8m_syahei_20260825_132109_556,767,539,0,0.0,222,217,0.9774774774774775,37,37,1.0,5,0.07009860873222351,0.07009860873222351,2,2,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.0mz0.8m_syahei_20260825_132109_556,767,539,0,0.0,222,217,0.9774774774774775,37,37,1.0,5,0.07009860873222351,0.07009860873222351,2,2,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,raw_ground_distance,1800.0,x0.0mz0.8m_syahei_20260825_132109_556,767,539,0,0.0,222,217,0.9774774774774775,37,37,1.0,5,0.07009860873222351,0.07009860873222351,2,2,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,raw_ground_distance,2000.0,x0.0mz0.8m_syahei_20260825_132109_556,767,539,0,0.0,222,217,0.9774774774774775,37,37,1.0,5,0.07009860873222351,0.07009860873222351,2,2,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.0mz0.8m_syahei_20260825_132109_556,767,539,0,0.0,222,217,0.9774774774774775,37,37,1.0,5,0.07009860873222351,0.07009860873222351,2,2,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,forward_z,1800.0,x0.0mz1.0m_syahei_20260825_132000_690,655,396,395,0.9974747474747475,238,238,1.0,48,44,0.9166666666666666,0,0.2682845890522003,0.05752559870481488,2,2,2,38.5,43,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,forward_z,2000.0,x0.0mz1.0m_syahei_20260825_132000_690,655,396,395,0.9974747474747475,238,238,1.0,48,48,1.0,0,0.2682845890522003,0.05892361581325532,2,2,2,40.5,47,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,forward_z,2503.678448310634,x0.0mz1.0m_syahei_20260825_132000_690,655,396,377,0.952020202020202,238,238,1.0,48,48,1.0,0,0.07309313863515854,0.05374610833823667,2,2,2,46.0,50,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,calibrated_ground_distance,1800.0,x0.0mz1.0m_syahei_20260825_132000_690,655,396,395,0.9974747474747475,238,238,1.0,48,44,0.9166666666666666,0,0.2682845890522003,0.05752559870481488,2,2,2,38.5,43,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,calibrated_ground_distance,2000.0,x0.0mz1.0m_syahei_20260825_132000_690,655,396,395,0.9974747474747475,238,238,1.0,48,48,1.0,0,0.2682845890522003,0.05892361581325532,2,2,2,40.5,47,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.0mz1.0m_syahei_20260825_132000_690,655,396,377,0.952020202020202,238,238,1.0,48,48,1.0,0,0.07309313863515854,0.05374610833823667,2,2,2,46.0,50,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,raw_ground_distance,1800.0,x0.0mz1.0m_syahei_20260825_132000_690,655,396,395,0.9974747474747475,238,238,1.0,48,44,0.9166666666666666,0,0.2682845890522003,0.05752559870481488,2,2,2,38.5,43,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,raw_ground_distance,2000.0,x0.0mz1.0m_syahei_20260825_132000_690,655,396,395,0.9974747474747475,238,238,1.0,48,48,1.0,0,0.2682845890522003,0.05892361581325532,2,2,2,40.5,47,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.0mz1.0m_syahei_20260825_132000_690,655,396,377,0.952020202020202,238,238,1.0,48,48,1.0,0,0.07309313863515854,0.05374610833823667,2,2,2,46.0,50,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,forward_z,1800.0,x0.0mz1.3m_syahei_20260825_132301_275,506,383,382,0.9973890339425587,85,85,1.0,38,16,0.42105263157894735,0,0.14066477119922638,0.09010901413857934,2,2,2,20.0,33,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,forward_z,2000.0,x0.0mz1.3m_syahei_20260825_132301_275,506,383,382,0.9973890339425587,85,85,1.0,38,18,0.47368421052631576,0,0.15983964502811432,0.09312563270330429,2,2,2,20.5,34,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,forward_z,2503.678448310634,x0.0mz1.3m_syahei_20260825_132301_275,506,383,375,0.97911227154047,85,85,1.0,38,23,0.6052631578947368,0,0.17300261557102203,0.14613714814186096,2,2,2,21.0,34,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,calibrated_ground_distance,1800.0,x0.0mz1.3m_syahei_20260825_132301_275,506,383,382,0.9973890339425587,85,85,1.0,38,16,0.42105263157894735,0,0.14066477119922638,0.09010901413857934,2,2,2,20.0,33,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,calibrated_ground_distance,2000.0,x0.0mz1.3m_syahei_20260825_132301_275,506,383,382,0.9973890339425587,85,85,1.0,38,18,0.47368421052631576,0,0.15983964502811432,0.09312563270330429,2,2,2,20.5,34,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.0mz1.3m_syahei_20260825_132301_275,506,383,375,0.97911227154047,85,85,1.0,38,23,0.6052631578947368,0,0.17300261557102203,0.14613714814186096,2,2,2,21.0,34,FAIL
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,raw_ground_distance,1800.0,x0.0mz1.3m_syahei_20260825_132301_275,506,383,382,0.9973890339425587,85,85,1.0,38,16,0.42105263157894735,0,0.14066477119922638,0.09010901413857934,2,2,2,20.0,33,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,raw_ground_distance,2000.0,x0.0mz1.3m_syahei_20260825_132301_275,506,383,382,0.9973890339425587,85,85,1.0,38,18,0.47368421052631576,0,0.15983964502811432,0.09312563270330429,2,2,2,20.5,34,PASS
diagnostic,Experimental_results/2026-08-25_holdout_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.0mz1.3m_syahei_20260825_132301_275,506,383,375,0.97911227154047,85,85,1.0,38,23,0.6052631578947368,0,0.17300261557102203,0.14613714814186096,2,2,2,21.0,34,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,1800.0,x-0.4mz1.0m_4_20260825_141800_161,345,345,344,0.9971014492753624,0,0,nan,0,0,nan,0,0.05637999251484871,0.04211486708372828,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,2000.0,x-0.4mz1.0m_4_20260825_141800_161,345,345,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,2503.678448310634,x-0.4mz1.0m_4_20260825_141800_161,345,345,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,1800.0,x-0.4mz1.0m_4_20260825_141800_161,345,345,344,0.9971014492753624,0,0,nan,0,0,nan,0,0.05637999251484871,0.04211486708372828,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,2000.0,x-0.4mz1.0m_4_20260825_141800_161,345,345,344,0.9971014492753624,0,0,nan,0,0,nan,0,0.05637999251484871,0.04211486708372828,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x-0.4mz1.0m_4_20260825_141800_161,345,345,0,0.0,0,0,nan,0,0,nan,0,nan,nan,0,0,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,1800.0,x-0.4mz1.0m_4_20260825_141800_161,345,345,344,0.9971014492753624,0,0,nan,0,0,nan,0,0.05637999251484871,0.04211486708372828,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,2000.0,x-0.4mz1.0m_4_20260825_141800_161,345,345,344,0.9971014492753624,0,0,nan,0,0,nan,0,0.05637999251484871,0.04211486708372828,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,2503.678448310634,x-0.4mz1.0m_4_20260825_141800_161,345,345,342,0.991304347826087,0,0,nan,0,0,nan,0,0.06273704767227173,0.04220479890704143,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,1800.0,x0.0mz0.8m_4_20260825_141625_493,382,382,381,0.9973821989528796,0,0,nan,0,0,nan,0,0.14205816388130188,0.03379426300525665,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,2000.0,x0.0mz0.8m_4_20260825_141625_493,382,382,381,0.9973821989528796,0,0,nan,0,0,nan,0,0.14205816388130188,0.03379426300525665,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,2503.678448310634,x0.0mz0.8m_4_20260825_141625_493,382,382,260,0.680628272251309,0,0,nan,0,0,nan,0,0.10965829342603683,0.10965829342603683,0,0,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,1800.0,x0.0mz0.8m_4_20260825_141625_493,382,382,381,0.9973821989528796,0,0,nan,0,0,nan,0,0.14205816388130188,0.03379426300525665,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,2000.0,x0.0mz0.8m_4_20260825_141625_493,382,382,381,0.9973821989528796,0,0,nan,0,0,nan,0,0.14205816388130188,0.03379426300525665,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,calibrated_ground_distance,2503.678448310634,x0.0mz0.8m_4_20260825_141625_493,382,382,266,0.6963350785340314,0,0,nan,0,0,nan,0,0.10965829342603683,0.10965829342603683,0,0,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,1800.0,x0.0mz0.8m_4_20260825_141625_493,382,382,381,0.9973821989528796,0,0,nan,0,0,nan,0,0.14205816388130188,0.03379426300525665,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,2000.0,x0.0mz0.8m_4_20260825_141625_493,382,382,381,0.9973821989528796,0,0,nan,0,0,nan,0,0.14205816388130188,0.03379426300525665,0,0,0,nan,nan,PASS
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,raw_ground_distance,2503.678448310634,x0.0mz0.8m_4_20260825_141625_493,382,382,262,0.6858638743455497,0,0,nan,0,0,nan,0,0.10965829342603683,0.10965829342603683,0,0,0,nan,nan,FAIL
diagnostic,Experimental_results/2026-08-25_environment_ab_observation_replay.csv,forward_z,1800.0,x0.0mz0.8m_4_kyuubasyo_20260825_141945_844,313,313,312,0.9968051118210862,0,0,nan,0,0,nan,0,0.011255861259996891,0.009076729835942383,0,0,0,nan,nan,PASS
