experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,motion_detection_rate,measurement_acceptance_rate,motion_measurement_acceptance_rate,track_rate,motion_track_rate,odom_available_rate,odom_callback_count_delta,challenge_callback_count_delta,challenge_age_p95_sec,challenge_age_max_sec,ffb_publish_success_rate,ffb_challenge_unavailable_frames,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,warning_hold_rate,unknown_rate,critical_rate,warning_or_critical_frames,critical_frames
phase5_callback_fix_dryrun_r01,/home/robo25/Downloads/phase5_callback_fix_dryrun_r01_20260924_170947_310.tar.xz::phase5_callback_fix_dryrun_r01_20260924_170947_310,919,30.588328,30.011447503766796,1.0,1.0,1.0,1.0,1.0,1.0,0.6235038084874864,545.0,0.0,nan,nan,0.0,919,103,1.0,0.0,0.11316648531011969,1.0,4.602710723876953,9.527812328151352e-05,0.11316648531011969,0.0,0.0,0.0,0.0,0,0
