archive_filename,archive_path,size_bytes,sha256,tar_xz_status,archive_members,recording_sessions,metadata_sessions,detections_sessions,raw_video_sessions,complete_core_sessions,session_names,error
202609031410.tar.xz,/home/robo25/Downloads/recoding/202609031410.tar.xz,613296808,ce7810a5947e22e376f169fc4c9085304c74f6e0a1e9fdb6d49bc283ed0ad7c7,PASS,72,12,12,12,12,12,approach_center_v0p10_r01_20260903_140231_828;approach_center_v0p10_r02_20260903_140318_833;approach_center_v0p10_r03_20260903_140401_526;approach_center_v0p20_r01_20260903_140715_416;approach_center_v0p20_r02_20260903_140754_182;approach_center_v0p20_r03_20260903_140831_916;retreat_center_v0p10_r01_20260903_140445_028;retreat_center_v0p10_r02_20260903_140557_257;retreat_center_v0p10_r03_20260903_140638_925;static_center_ttc_r01_20260903_140015_935;static_center_ttc_r02_20260903_140049_936;static_center_ttc_r03_20260903_140125_270,
