session,experiment_label,expected_motion,nominal_speed_mps,frames,motion_frames,accuracy_interval_frames,detection_rate,track_rate,motion_track_rate,odom_available_rate,odom_speed_p90_mps,nominal_speed_error_mps,nominal_speed_error_limit_mps,abs_odom_angular_p95_radps,median_abs_odom_speed_mps,speed_mae_limit_mps,direction_correct_rate,direction_response_delay_sec,steady_direction_correct_rate,relative_speed_mae_mps,ttc_expected_frames,ttc_active_rate,ttc_activation_delay_sec,raw_vz_activation_delay_sec,smoothed_vz_activation_delay_sec,smoothing_added_activation_delay_sec,raw_vz_stable_activation_delay_sec,smoothed_vz_stable_activation_delay_sec,false_ttc_rate,raw_warning_frames,confirmable_warning_frames,longest_raw_warning_run_frames,longest_confirmable_warning_run_frames,raw_warning_track_unavailable_frames,raw_warning_track_predicted_frames,raw_warning_measurement_rejected_frames,raw_warning_calibration_invalid_frames,raw_warning_not_forward_frames,minimum_ttc_threshold_for_confirmation_sec,filtered_warning_frames,warning_hold_frames,unknown_frames,first_raw_warning_ttc_sec,first_raw_warning_z_m,warning_feasibility_margin_sec,maximum_warning_entry_delay_sec,path_while_forward_after_warning_frames,critical_frames,final_state,decision,reasons
approach_center_v0p10_r01_20260903_140231_828,approach_center_v0p10_r01_20260903_140231_828,approach,0.1,875,218,218,1.0,1.0,1.0,1.0,0.085292,0.014707999999999999,0.025,0.032381,0.074631,0.03,1.0,0.0,1.0,0.014312364093701688,211,1.0,0.4545440000000003,0.31749399999999994,0.4545440000000003,0.13705000000000034,0.31749399999999994,0.4545440000000003,0.0,0,0,0,0,0,0,0,0,0,8.894372432260003,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,PASS,
approach_center_v0p10_r02_20260903_140318_833,approach_center_v0p10_r02_20260903_140318_833,approach,0.1,621,220,220,1.0,1.0,1.0,1.0,0.08316,0.016840000000000008,0.025,0.032381,0.072498,0.03,1.0,0.0,1.0,0.014387874991916193,206,1.0,0.46875400000000056,0.0,0.46875400000000056,0.46875400000000056,0.3426550000000006,0.46875400000000056,0.0,0,0,0,0,0,0,0,0,0,8.871429820778872,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,PASS,
approach_center_v0p10_r03_20260903_140401_526,approach_center_v0p10_r03_20260903_140401_526,approach,0.1,492,216,216,1.0,1.0,1.0,1.0,0.08316,0.016840000000000008,0.025,0.032381,0.072498,0.03,1.0,0.0,1.0,0.014749967388967496,202,1.0,0.4689349999999992,0.0,0.4689349999999992,0.4689349999999992,0.3018459999999994,0.4689349999999992,0.0,0,0,0,0,0,0,0,0,0,9.500714412452243,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,PASS,
approach_center_v0p20_r01_20260903_140715_416,approach_center_v0p20_r01_20260903_140715_416,approach,0.2,377,108,108,1.0,1.0,1.0,1.0,0.162055,0.037945000000000007,0.04000000000000001,0.064762,0.1524595,0.030491900000000002,1.0,0.0,1.0,0.038499430711986145,98,1.0,0.3371970000000002,0.16838200000000025,0.3371970000000002,0.16881499999999994,0.16838200000000025,0.3371970000000002,0.0,0,0,0,0,0,0,0,0,0,5.012157164230281,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,FAIL,relative_speed_mae_mps=0.038499430711986145 > 0.030491900000000002; filtered_warning_frames=0.0 < 1; warning_hold_frames=0.0 < 1; first_raw_warning_ttc_sec=nan < 4.0; first_raw_warning_ttc_sec=nan > 4.6; first_raw_warning_z_m=nan < 0.65; maximum_warning_entry_delay_sec=nan > 0.15
approach_center_v0p20_r02_20260903_140754_182,approach_center_v0p20_r02_20260903_140754_182,approach,0.2,390,110,110,1.0,1.0,1.0,1.0,0.162055,0.037945000000000007,0.04000000000000001,0.048572,0.151393,0.030278600000000003,1.0,0.0,1.0,0.038404515979580764,98,1.0,0.39971000000000023,0.035864999999999814,0.39971000000000023,0.3638450000000004,0.2655439999999998,0.39971000000000023,0.0,0,0,0,0,0,0,0,0,0,5.145871905710379,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,FAIL,relative_speed_mae_mps=0.038404515979580764 > 0.030278600000000003; filtered_warning_frames=0.0 < 1; warning_hold_frames=0.0 < 1; first_raw_warning_ttc_sec=nan < 4.0; first_raw_warning_ttc_sec=nan > 4.6; first_raw_warning_z_m=nan < 0.65; maximum_warning_entry_delay_sec=nan > 0.15
approach_center_v0p20_r03_20260903_140831_916,approach_center_v0p20_r03_20260903_140831_916,approach,0.2,365,110,110,1.0,1.0,1.0,1.0,0.162055,0.037945000000000007,0.04000000000000001,0.048572,0.151393,0.030278600000000003,1.0,0.0,1.0,0.03408625618491711,101,1.0,0.36690299999999976,0.2640609999999999,0.36690299999999976,0.10284199999999988,0.2640609999999999,0.36690299999999976,0.0,0,0,0,0,0,0,0,0,0,4.8941760514253545,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,FAIL,relative_speed_mae_mps=0.03408625618491711 > 0.030278600000000003; filtered_warning_frames=0.0 < 1; warning_hold_frames=0.0 < 1; first_raw_warning_ttc_sec=nan < 4.0; first_raw_warning_ttc_sec=nan > 4.6; first_raw_warning_z_m=nan < 0.65; maximum_warning_entry_delay_sec=nan > 0.15
retreat_center_v0p10_r01_20260903_140445_028,retreat_center_v0p10_r01_20260903_140445_028,retreat,0.1,447,204,204,1.0,1.0,1.0,1.0,0.08316,0.016840000000000008,0.025,0.032381,0.072498,0.03,1.0,0.0,1.0,0.01178631280185259,0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,PASS,
retreat_center_v0p10_r02_20260903_140557_257,retreat_center_v0p10_r02_20260903_140557_257,retreat,0.1,404,204,204,1.0,1.0,1.0,1.0,0.08316,0.016840000000000008,0.025,0.032381,0.072498,0.03,1.0,0.0,1.0,0.013112271518793026,0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,PASS,
retreat_center_v0p10_r03_20260903_140638_925,retreat_center_v0p10_r03_20260903_140638_925,retreat,0.1,395,204,204,1.0,1.0,1.0,1.0,0.08316,0.016840000000000008,0.025,0.032381,0.072498,0.03,1.0,0.0,1.0,0.012536979037559183,0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,PASS,
