experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,motion_detection_rate,measurement_acceptance_rate,motion_measurement_acceptance_rate,track_rate,motion_track_rate,odom_available_rate,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,warning_hold_rate,unknown_rate,critical_rate,warning_or_critical_frames,critical_frames
phase5_camera_mock_odom_dryrun_r03,/home/robo25/Downloads/202609171615.tar.xz::phase5_camera_mock_odom_dryrun_r03_20260917_161102_466,1678,65.878106,25.456105249898958,1.0,1.0,1.0,1.0,1.0,1.0,0.44576877234803336,116,1.0,0.0,0.07628128724672228,1.0,4.522945404052734,0.00010020177117714987,0.06912991656734208,0.06912991656734208,0.0,0.0,0.0,116,0
