collision_ffb_sequence,collision_ffb_publish_enabled,collision_ffb_publish_success,collision_ffb_risk_level,collision_ffb_active,collision_ffb_requested_magnitude,collision_ffb_pattern,collision_ffb_reason,collision_ffb_publish_error,collision_ffb_challenge_received_count,collision_ffb_challenge_age_sec,collision_ffb_challenge_session_id,collision_ffb_challenge_token,source_frame,source_time_sec,send_monotonic_sec,elapsed_sec
380,1,1,CLEAR,0,0.0,off,no_alert,,897,0.010918809999566292,7826491368805603054,33524,381,12.686022,14222.568628695,17.97706987499987
381,1,1,CLEAR,0,0.0,off,no_alert,,899,0.007105885999408201,7826491368805603054,33526,382,12.721688,14222.60272183,18.01116301000002
382,1,1,CLEAR,0,0.0,off,no_alert,,901,0.0009899619999487186,7826491368805603054,33528,383,12.754612,14222.636743795,18.045184974998847
383,1,1,CLEAR,0,0.0,off,no_alert,,902,0.013598558000012417,7826491368805603054,33529,384,12.784511,14222.671034766,18.079475945998638
384,1,1,CLEAR,0,0.0,off,no_alert,,904,0.009770704000402475,7826491368805603054,33531,385,12.820744,14222.705325745,18.113766925000164
385,1,1,CLEAR,0,0.0,off,no_alert,,906,0.0033535360016685445,7826491368805603054,33533,386,12.852331,14222.739440914,18.147882093999215
386,1,1,CLEAR,0,0.0,off,no_alert,,907,0.016327405000993167,7826491368805603054,33534,387,12.886363,14222.773440737,18.181881917000283
387,1,1,CLEAR,0,0.0,off,no_alert,,909,0.011748490998797934,7826491368805603054,33536,388,12.921216,14222.807471918,18.215913097999874
388,1,1,CLEAR,0,0.0,off,no_alert,,911,0.006154983000669745,7826491368805603054,33538,389,12.952072,14222.841796946,18.250238126000113
389,1,1,CLEAR,0,0.0,off,no_alert,,912,0.020116617999519804,7826491368805603054,33539,390,12.984455,14222.87596666,18.284407839999403
390,1,1,CLEAR,0,0.0,off,no_alert,,914,0.014188727000146173,7826491368805603054,33541,391,13.02108,14222.910056729,18.318497909000143
391,1,1,CLEAR,0,0.0,off,no_alert,,916,0.008087299998805975,7826491368805603054,33543,392,13.054111,14222.944389218,18.35283039800015
392,1,1,CLEAR,0,0.0,off,no_alert,,918,0.0022096520006016362,7826491368805603054,33545,393,13.084334,14222.97843735,18.386878530000104
393,1,1,CLEAR,0,0.0,off,no_alert,,919,0.01671516399983375,7826491368805603054,33546,394,13.121873,14223.0124246,18.420865779999076
394,1,1,CLEAR,0,0.0,off,no_alert,,921,0.010004650999690057,7826491368805603054,33548,395,13.152886,14223.046538487,18.45497966699986
395,1,1,CLEAR,0,0.0,off,no_alert,,923,0.0034097970001312206,7826491368805603054,33550,396,13.183963,14223.080634579,18.489075759000116
396,1,1,CLEAR,0,0.0,off,no_alert,,924,0.01851193900074577,7826491368805603054,33551,397,13.21829,14223.114936186,18.523377366000204
397,1,1,CLEAR,0,0.0,off,no_alert,,926,0.013064374999885331,7826491368805603054,33553,398,13.250544,14223.149377051,18.557818231000056
398,1,1,CLEAR,0,0.0,off,no_alert,,928,0.007732236001174897,7826491368805603054,33555,399,13.289998,14223.183670641,18.59211182099898
399,1,1,CLEAR,0,0.0,off,no_alert,,930,0.0021708210006181616,7826491368805603054,33557,400,13.319554,14223.218000142,18.626441321999664
400,1,1,CLEAR,0,0.0,off,no_alert,,931,0.016378274998714915,7826491368805603054,33558,401,13.357023,14223.252425924,18.660867103999408
401,1,1,CLEAR,0,0.0,off,no_alert,,933,0.01083594600095239,7826491368805603054,33560,402,13.399377,14223.286643921,18.695085100998767
402,1,1,CLEAR,0,0.0,off,no_alert,,935,0.005266697999104508,7826491368805603054,33562,403,13.428014,14223.320955791,18.729396970999005
403,1,1,CLEAR,0,0.0,off,no_alert,,936,0.0193446680004854,7826491368805603054,33563,404,13.457437,14223.355201019,18.76364219899915
404,1,1,CLEAR,0,0.0,off,no_alert,,938,0.013500937999197049,7826491368805603054,33565,405,13.48666,14223.389420057,18.79786123699887
405,1,1,CLEAR,0,0.0,off,no_alert,,940,0.007690930999160628,7826491368805603054,33567,406,13.519898,14223.423490904,18.831932084000073
406,1,1,CLEAR,0,0.0,off,no_alert,,942,0.002130673999999999,7826491368805603054,33569,407,13.550769,14223.457886209,18.866327388999707
407,1,1,CLEAR,0,0.0,off,no_alert,,943,0.016288346998408088,7826491368805603054,33570,408,13.586037,14223.492274545,18.900715724999827
408,1,1,CLEAR,0,0.0,off,no_alert,,945,0.011025014000551892,7826491368805603054,33572,409,13.620736,14223.526637479,18.935078659000283
409,1,1,CLEAR,0,0.0,off,no_alert,,947,0.004542529000900686,7826491368805603054,33574,410,13.651898,14223.560947864,18.9693890439994
410,1,1,CLEAR,0,0.0,off,no_alert,,948,0.017805452000175137,7826491368805603054,33575,411,13.686219,14223.595273137,19.00371431699932
411,1,1,CLEAR,0,0.0,off,no_alert,,950,0.011756656000216026,7826491368805603054,33577,412,13.718694,14223.629546446,19.03798762599945
412,1,1,CLEAR,0,0.0,off,no_alert,,952,0.007835205999072059,7826491368805603054,33579,413,13.753971,14223.663715042,19.07215622199874
413,1,1,CLEAR,0,0.0,off,no_alert,,953,0.02225603599981696,7826491368805603054,33580,414,13.784249,14223.697994323,19.106435502999375
414,1,1,CLEAR,0,0.0,off,no_alert,,955,0.015386432000013883,7826491368805603054,33582,415,13.820764,14223.732197792,19.14063897199958
415,1,1,CLEAR,0,0.0,off,no_alert,,957,0.010411773999294383,7826491368805603054,33584,416,13.852701,14223.766394736,19.17483591599921
416,1,1,CLEAR,0,0.0,off,no_alert,,959,0.003607419999752892,7826491368805603054,33586,417,13.883329,14223.800750152,19.209191332000046
417,1,1,CLEAR,0,0.0,off,no_alert,,960,0.019008365999980015,7826491368805603054,33587,418,13.923987,14223.834975835,19.243417014999068
418,1,1,CLEAR,0,0.0,off,no_alert,,962,0.012196822000987595,7826491368805603054,33589,419,13.956811,14223.868820581,19.277261760998954
419,1,1,CLEAR,0,0.0,off,no_alert,,964,0.0017173369997180998,7826491368805603054,33591,420,13.984842,14223.902999877,19.311441056999683
420,1,1,CLEAR,0,0.0,off,no_alert,,965,0.019732626000404707,7826491368805603054,33592,421,14.021925,14223.937087798,19.345528977999493
421,1,1,CLEAR,0,0.0,off,no_alert,,967,0.01342404000024544,7826491368805603054,33594,422,14.052293,14223.97134817,19.379789349999555
422,1,1,CLEAR,0,0.0,off,no_alert,,969,0.009455899000386125,7826491368805603054,33596,423,14.082595,14224.005587887,19.41402906700023
423,1,1,CLEAR,0,0.0,off,no_alert,,971,0.003902914000718738,7826491368805603054,33598,424,14.120893,14224.03976952,19.448210700000345
424,1,1,CLEAR,0,0.0,off,no_alert,,972,0.016510230001586024,7826491368805603054,33599,425,14.152217,14224.073885618,19.48232679799912
425,1,1,CLEAR,0,0.0,off,no_alert,,974,0.012297825000132434,7826491368805603054,33601,426,14.18284,14224.108303697,19.516744876998928
426,1,1,CLEAR,0,0.0,off,no_alert,,976,0.0035797630007436965,7826491368805603054,33603,427,14.22248,14224.14246308,19.550904259998788
427,1,1,CLEAR,0,0.0,off,no_alert,,978,0.0011044809998566052,7826491368805603054,33605,428,14.252403,14224.177391621,19.585832800999924
428,1,1,CLEAR,0,0.0,off,no_alert,,979,0.015536123000856605,7826491368805603054,33606,429,14.284963,14224.211787119,19.62022829899979
429,1,1,CLEAR,0,0.0,off,no_alert,,981,0.009764495000126772,7826491368805603054,33608,430,14.318053,14224.246126725,19.654567904999567
430,1,1,CLEAR,0,0.0,off,no_alert,,983,0.0040843009992386214,7826491368805603054,33610,431,14.355725,14224.280308509,19.68874968899945
431,1,1,CLEAR,0,0.0,off,no_alert,,984,0.016922783999689273,7826491368805603054,33611,432,14.383045,14224.314505702,19.722946881998723
432,1,1,CLEAR,0,0.0,off,no_alert,,986,0.01264694800011057,7826491368805603054,33613,433,14.420353,14224.349068065,19.7575092449988
433,1,1,CLEAR,0,0.0,off,no_alert,,988,0.007093902000633534,7826491368805603054,33615,434,14.451168,14224.382944486,19.79138566599977
434,1,1,CLEAR,0,0.0,off,no_alert,,990,0.0007148639997467399,7826491368805603054,33617,435,14.484062,14224.416816398,19.825257577998855
435,1,1,CLEAR,0,0.0,off,no_alert,,991,0.014809206000791164,7826491368805603054,33618,436,14.526324,14224.450867647,19.85930882699904
436,1,1,CLEAR,0,0.0,off,no_alert,,993,0.008898826999939047,7826491368805603054,33620,437,14.556417,14224.48508155,19.89352272999895
437,1,1,CLEAR,0,0.0,off,no_alert,,995,0.0034481820002838504,7826491368805603054,33622,438,14.585769,14224.519297886,19.92773906599905
438,1,1,CLEAR,0,0.0,off,no_alert,,996,0.017240228999071405,7826491368805603054,33623,439,14.621409,14224.553294481,19.961735660999693
439,1,1,CLEAR,0,0.0,off,no_alert,,998,0.011333784999806085,7826491368805603054,33625,440,14.657066,14224.587298417,19.995739596999556
440,1,1,CLEAR,0,0.0,off,no_alert,,1000,0.005235771999650751,7826491368805603054,33627,441,14.691767,14224.6214226,20.029863779998777
441,1,1,CLEAR,0,0.0,off,no_alert,,1001,0.019295276999400812,7826491368805603054,33628,442,14.724677,14224.655656845,20.06409802499911
442,1,1,CLEAR,0,0.0,off,no_alert,,1003,0.014101979999395553,7826491368805603054,33630,443,14.754086,14224.689955523,20.098396702998798
443,1,1,CLEAR,0,0.0,off,no_alert,,1005,0.007578893000754761,7826491368805603054,33632,444,14.784311,14224.723784019,20.13222519899864
444,1,1,CLEAR,0,0.0,off,no_alert,,1007,0.0020620199993572896,7826491368805603054,33634,445,14.818824,14224.757925022,20.166366202000063
445,1,1,CLEAR,0,0.0,off,no_alert,,1008,0.014254534999054158,7826491368805603054,33635,446,14.851104,14224.79196598,20.200407160000395
446,1,1,CLEAR,0,0.0,off,no_alert,,1010,0.010413259000415565,7826491368805603054,33637,447,14.883901,14224.826385301,20.23482648099889
447,1,1,CLEAR,0,0.0,off,no_alert,,1012,0.004557706999548827,7826491368805603054,33639,448,14.919924,14224.860661798,20.269102977999864
448,1,1,CLEAR,0,0.0,off,no_alert,,1013,0.017849414000011166,7826491368805603054,33640,449,14.949908,14224.894942327,20.303383507000035
449,1,1,CLEAR,0,0.0,off,no_alert,,1015,0.012483413000154542,7826491368805603054,33642,450,14.985455,14224.929048154,20.337489333998747
450,1,1,CLEAR,0,0.0,off,no_alert,,1017,0.007134441000744118,7826491368805603054,33644,451,15.021377,14224.962956705,20.37139788499917
451,1,1,CLEAR,0,0.0,off,no_alert,,1019,0.0009927669998432975,7826491368805603054,33646,452,15.054248,14224.996945201,20.405386380998607
452,1,1,CLEAR,0,0.0,off,no_alert,,1020,0.014939667000362533,7826491368805603054,33647,453,15.086154,14225.030887982,20.439329161999922
453,1,1,CLEAR,0,0.0,off,no_alert,,1022,0.008030841001527733,7826491368805603054,33649,454,15.118158,14225.064987375,20.473428555000282
454,1,1,CLEAR,0,0.0,off,no_alert,,1024,0.0029505580005206866,7826491368805603054,33651,455,15.158996,14225.09929581,20.507736989999103
455,1,1,CLEAR,0,0.0,off,no_alert,,1025,0.016945371999099734,7826491368805603054,33652,456,15.194922,14225.133189302,20.541630481999164
456,1,1,CLEAR,0,0.0,off,no_alert,,1027,0.010170845000175177,7826491368805603054,33654,457,15.226896,14225.16757751,20.57601868999882
457,1,1,CLEAR,0,0.0,off,no_alert,,1029,0.005497609001395176,7826491368805603054,33656,458,15.2548,14225.201976507,20.610417686999426
458,1,1,CLEAR,0,0.0,off,no_alert,,1031,0.0005915580004511867,7826491368805603054,33658,459,15.284065,14225.236767645,20.645208824998917
459,1,1,CLEAR,0,0.0,off,no_alert,,1032,0.014726422999956412,7826491368805603054,33659,460,15.321857,14225.270986846,20.679428026000096
460,1,1,CLEAR,0,0.0,off,no_alert,,1034,0.008540254999388708,7826491368805603054,33661,461,15.351291,14225.304881728,20.7133229079991
461,1,1,CLEAR,0,0.0,off,no_alert,,1036,0.0017921520011441316,7826491368805603054,33663,462,15.382247,14225.338958095,20.747399275000134
462,1,1,CLEAR,0,0.0,off,no_alert,,1037,0.016738264999730745,7826491368805603054,33664,463,15.420487,14225.372710156,20.78115133599931
463,1,1,CLEAR,0,0.0,off,no_alert,,1039,0.01041976000124123,7826491368805603054,33666,464,15.452218,14225.406971953,20.81541313299931
464,1,1,CLEAR,0,0.0,off,no_alert,,1041,0.004446381000889232,7826491368805603054,33668,465,15.483667,14225.441640667,20.850081847000183
465,1,1,CLEAR,0,0.0,off,no_alert,,1042,0.019814553999822238,7826491368805603054,33669,466,15.519612,14225.475843755,20.884284935000323
466,1,1,CLEAR,0,0.0,off,no_alert,,1044,0.012594671001352253,7826491368805603054,33671,467,15.552218,14225.509815696,20.91825687599885
467,1,1,CLEAR,0,0.0,off,no_alert,,1046,0.006076850999306771,7826491368805603054,33673,468,15.582487,14225.543891259,20.952332438999292
468,1,1,CLEAR,0,0.0,off,no_alert,,1048,0.001378757000566111,7826491368805603054,33675,469,15.618549,14225.577889376,20.986330555999302
469,1,1,CLEAR,0,0.0,off,no_alert,,1049,0.01615466200019,7826491368805603054,33676,470,15.651589,14225.612169563,21.02061074300036
470,1,1,CLEAR,0,0.0,off,no_alert,,1051,0.010346428998673218,7826491368805603054,33678,471,15.68249,14225.646334279,21.054775458998847
471,1,1,CLEAR,0,0.0,off,no_alert,,1053,0.004229363999911584,7826491368805603054,33680,472,15.718269,14225.680258433,21.088699612999335
472,1,1,CLEAR,0,0.0,off,no_alert,,1054,0.015414139001222793,7826491368805603054,33681,473,15.749885,14225.714160029,21.122601208999185
473,1,1,CLEAR,0,0.0,off,no_alert,,1056,0.01223392599968065,7826491368805603054,33683,474,15.783669,14225.748215022,21.156656201999795
474,1,1,CLEAR,0,0.0,off,no_alert,,1058,0.006099512998844148,7826491368805603054,33685,475,15.818923,14225.782304085,21.19074526499935
475,1,1,CLEAR,0,0.0,off,no_alert,,1060,0.0009882779995677993,7826491368805603054,33687,476,15.850473,14225.817295658,21.225736837999648
476,1,1,CLEAR,0,0.0,off,no_alert,,1061,0.015498967999519664,7826491368805603054,33688,477,15.884886,14225.851451633,21.25989281299917
477,1,1,CLEAR,0,0.0,off,no_alert,,1063,0.008596587000283762,7826491368805603054,33690,478,15.918228,14225.885470222,21.29391140199914
478,1,1,CLEAR,0,0.0,off,no_alert,,1065,0.0029199900000094203,7826491368805603054,33692,479,15.953197,14225.919419515,21.32786069499889
479,1,1,CLEAR,0,0.0,off,no_alert,,1066,0.016998213999613654,7826491368805603054,33693,480,15.985034,14225.953325487,21.361766666999756
480,1,1,CLEAR,0,0.0,off,no_alert,,1068,0.010970979999910924,7826491368805603054,33695,481,16.018526,14225.987244684,21.39568586399946
481,1,1,CLEAR,0,0.0,off,no_alert,,1070,0.005256020998785971,7826491368805603054,33697,482,16.051725,14226.021131059,21.429572238999754
482,1,1,CLEAR,0,0.0,off,no_alert,,1071,0.018982132998644374,7826491368805603054,33698,483,16.084608,14226.055051725,21.46349290499893
483,1,1,CLEAR,0,0.0,off,no_alert,,1073,0.012432527000783011,7826491368805603054,33700,484,16.120988,14226.088920442,21.497361621999517
484,1,1,CLEAR,0,0.0,off,no_alert,,1075,0.006206330999702914,7826491368805603054,33702,485,16.149486,14226.122836461,21.53127764099918
485,1,1,CLEAR,0,0.0,off,no_alert,,1076,0.020682604999819887,7826491368805603054,33703,486,16.18475,14226.156931839,21.565373018998798
486,1,1,CLEAR,0,0.0,off,no_alert,,1078,0.013887320999856456,7826491368805603054,33705,487,16.219029,14226.19090224,21.59934341999906
487,1,1,CLEAR,0,0.0,off,no_alert,,1080,0.006896090999362059,7826491368805603054,33707,488,16.252685,14226.224799281,21.63324046100024
488,1,1,CLEAR,0,0.0,off,no_alert,,1082,0.0022824499992566416,7826491368805603054,33709,489,16.28252,14226.258695059,21.667136238998864
489,1,1,CLEAR,0,0.0,off,no_alert,,1083,0.015627288999894517,7826491368805603054,33710,490,16.321127,14226.292695356,21.701136535999467
490,1,1,CLEAR,0,0.0,off,no_alert,,1085,0.010979894999763928,7826491368805603054,33712,491,16.352749,14226.326920338,21.73536151799999
491,1,1,CLEAR,0,0.0,off,no_alert,,1087,0.004057320998981595,7826491368805603054,33714,492,16.382897,14226.360814242,21.769255421999333
492,1,1,CLEAR,0,0.0,off,no_alert,,1088,0.018647891000000527,7826491368805603054,33715,493,16.42017,14226.395022182,21.803463361999093
493,1,1,CLEAR,0,0.0,off,no_alert,,1090,0.012719107999146217,7826491368805603054,33717,494,16.450533,14226.42925368,21.83769485999983
494,1,1,CLEAR,0,0.0,off,no_alert,,1092,0.006618164999963483,7826491368805603054,33719,495,16.481718,14226.463408677,21.871849856999688
495,1,1,CLEAR,0,0.0,off,no_alert,,1094,0.0012058070005878108,7826491368805603054,33721,496,16.518283,14226.49750371,21.905944889998864
496,1,1,CLEAR,0,0.0,off,no_alert,,1095,0.014270988000134821,7826491368805603054,33722,497,16.551096,14226.531466782,21.93990796199978
497,1,1,CLEAR,0,0.0,off,no_alert,,1097,0.008862378001140314,7826491368805603054,33724,498,16.583327,14226.565256041,21.973697220999384
498,1,1,CLEAR,0,0.0,off,no_alert,,1099,0.002639824999278062,7826491368805603054,33726,499,16.619507,14226.599116237,22.00755741699868
499,1,1,CLEAR,0,0.0,off,no_alert,,1100,0.016618547000689432,7826491368805603054,33727,500,16.652955,14226.6330888,22.041529979998813
500,1,1,CLEAR,0,0.0,off,no_alert,,1102,0.01044516700130771,7826491368805603054,33729,501,16.683917,14226.667209959,22.075651138999092
501,1,1,CLEAR,0,0.0,off,no_alert,,1104,0.004978371000106563,7826491368805603054,33731,502,16.717618,14226.701204967,22.109646146998784
502,1,1,CLEAR,0,0.0,off,no_alert,,1105,0.018671076999453362,7826491368805603054,33732,503,16.749689,14226.735320673,22.143761852999887
503,1,1,CLEAR,0,0.0,off,no_alert,,1107,0.012827700000343611,7826491368805603054,33734,504,16.78165,14226.769241481,22.17768266100029
504,1,1,CLEAR,0,0.0,off,no_alert,,1109,0.0068971340006100945,7826491368805603054,33736,505,16.818122,14226.803220682,22.211661862000255
505,1,1,CLEAR,0,0.0,off,no_alert,,1111,0.0008648010007163975,7826491368805603054,33738,506,16.85006,14226.837163069,22.24560424899937
506,1,1,CLEAR,0,0.0,off,no_alert,,1112,0.015106967999599874,7826491368805603054,33739,507,16.881996,14226.871183499,22.279624679000335
507,1,1,CLEAR,0,0.0,off,no_alert,,1114,0.008910750000723056,7826491368805603054,33741,508,16.920627,14226.905320969,22.31376214899865
508,1,1,CLEAR,0,0.0,off,no_alert,,1116,0.0036683479993371293,7826491368805603054,33743,509,16.952978,14226.939709158,22.34815033799896
509,1,1,CLEAR,0,0.0,off,no_alert,,1117,0.017706171000099857,7826491368805603054,33744,510,16.984902,14226.973979556,22.382420735999403
510,1,1,CLEAR,0,0.0,off,no_alert,,1119,0.011126236999189132,7826491368805603054,33746,511,17.018618,14227.007897631,22.41633881099915
511,1,1,CLEAR,0,0.0,off,no_alert,,1121,0.004120094999962021,7826491368805603054,33748,512,17.04926,14227.041860832,22.450302011999156
512,1,1,CLEAR,0,0.0,off,no_alert,,1123,0.0003430190008657519,7826491368805603054,33750,513,17.081706,14227.076249492,22.484690671999488
513,1,1,CLEAR,0,0.0,off,no_alert,,1124,0.014064441000300576,7826491368805603054,33751,514,17.118712,14227.11006593,22.51850710999861
514,1,1,CLEAR,0,0.0,off,no_alert,,1126,0.007609598000271944,7826491368805603054,33753,515,17.149722,14227.144031033,22.55247221299942
515,1,1,CLEAR,0,0.0,off,no_alert,,1128,0.0021193359989410965,7826491368805603054,33755,516,17.181466,14227.178076302,22.58651748199918
516,1,1,CLEAR,0,0.0,off,no_alert,,1129,0.016028300999096246,7826491368805603054,33756,517,17.218217,14227.212155786,22.62059696599863
517,1,1,CLEAR,0,0.0,off,no_alert,,1131,0.010115327000676189,7826491368805603054,33758,518,17.251566,14227.246333036,22.654774216000078
518,1,1,CLEAR,0,0.0,off,no_alert,,1133,0.004255595998984063,7826491368805603054,33760,519,17.282317,14227.280469736,22.688910916000168
519,1,1,CLEAR,0,0.0,off,no_alert,,1134,0.018672729998797877,7826491368805603054,33761,520,17.319071,14227.314693326,22.72313450599904
520,1,1,CLEAR,0,0.0,off,no_alert,,1136,0.012489407999964897,7826491368805603054,33763,521,17.349181,14227.348718938,22.757160117998865
521,1,1,CLEAR,0,0.0,off,no_alert,,1138,0.006640568999500829,7826491368805603054,33765,522,17.381587,14227.382944594,22.791385773998627
522,1,1,CLEAR,0,0.0,off,no_alert,,1140,0.0008740649991523242,7826491368805603054,33767,523,17.419375,14227.417083678,22.82552485799897
523,1,1,CLEAR,0,0.0,off,no_alert,,1141,0.014573020998795982,7826491368805603054,33768,524,17.452121,14227.451166021,22.859607200998653
524,1,1,CLEAR,0,0.0,off,no_alert,,1143,0.008582554999520653,7826491368805603054,33770,525,17.484957,14227.485422347,22.893863526998757
525,1,1,CLEAR,0,0.0,off,no_alert,,1145,0.0033440369988966268,7826491368805603054,33772,526,17.518643,14227.519580195,22.928021374998934
526,1,1,CLEAR,0,0.0,off,no_alert,,1146,0.017214584000612376,7826491368805603054,33773,527,17.549866,14227.553631189,22.962072368998633
527,1,1,CLEAR,0,0.0,off,no_alert,,1148,0.01119904099869018,7826491368805603054,33775,528,17.581712,14227.587656645,22.996097825000106
528,1,1,CLEAR,0,0.0,off,no_alert,,1150,0.0052180130005581304,7826491368805603054,33777,529,17.614454,14227.621745369,23.030186549000064
529,1,1,CLEAR,0,0.0,off,no_alert,,1151,0.019519954999850597,7826491368805603054,33778,530,17.649927,14227.655820967,23.06426214699968
530,1,1,CLEAR,0,0.0,off,no_alert,,1153,0.01347171899942623,7826491368805603054,33780,531,17.681671,14227.69018865,23.09862982999948
531,1,1,CLEAR,0,0.0,off,no_alert,,1155,0.007954697999593918,7826491368805603054,33782,532,17.713712,14227.724470812,23.132911991999208
532,1,1,CLEAR,0,0.0,off,no_alert,,1157,0.002344160000575357,7826491368805603054,33784,533,17.749477,14227.75888399,23.167325169999458
533,1,1,CLEAR,0,0.0,off,no_alert,,1158,0.016419953000877285,7826491368805603054,33785,534,17.782334,14227.793377821,23.20181900100033
534,1,1,CLEAR,0,0.0,off,no_alert,,1160,0.010891153000557097,7826491368805603054,33787,535,17.8163,14227.827710728,23.236151907998646
535,1,1,CLEAR,0,0.0,off,no_alert,,1162,0.005318992998581962,7826491368805603054,33789,536,17.850091,14227.861683402,23.27012458199897
536,1,1,CLEAR,0,0.0,off,no_alert,,1163,0.01896121900063008,7826491368805603054,33790,537,17.881588,14227.89573232,23.304173499998797
537,1,1,CLEAR,0,0.0,off,no_alert,,1165,0.013539457999286242,7826491368805603054,33792,538,17.91426,14227.92991787,23.33835904999978
538,1,1,CLEAR,0,0.0,off,no_alert,,1167,0.007789541999954963,7826491368805603054,33794,539,17.949855,14227.964138903,23.372580082999775
539,1,1,CLEAR,0,0.0,off,no_alert,,1169,0.0017616210006963229,7826491368805603054,33796,540,17.982329,14227.998123746,23.40656492599919
540,1,1,CLEAR,0,0.0,off,no_alert,,1170,0.015668306999941706,7826491368805603054,33797,541,18.014022,14228.032073505,23.44051468500038
541,1,1,CLEAR,0,0.0,off,no_alert,,1172,0.008668313999805832,7826491368805603054,33799,542,18.050049,14228.066115473,23.474556653000036
542,1,1,CLEAR,0,0.0,off,no_alert,,1174,0.0029230420004751068,7826491368805603054,33801,543,18.082922,14228.100078427,23.50851960699947
543,1,1,CLEAR,0,0.0,off,no_alert,,1175,0.01735136000024795,7826491368805603054,33802,544,18.116523,14228.134143807,23.542584986998918
544,1,1,CLEAR,0,0.0,off,no_alert,,1177,0.01223515699894051,7826491368805603054,33804,545,18.149592,14228.168194758,23.576635937999527
545,1,1,CLEAR,0,0.0,off,no_alert,,1179,0.006063677001293399,7826491368805603054,33806,546,18.182366,14228.202176445,23.610617624999577
546,1,1,CLEAR,0,0.0,off,no_alert,,1181,0.0004190180006844457,7826491368805603054,33808,547,18.214061,14228.236700626,23.64514180599872
547,1,1,CLEAR,0,0.0,off,no_alert,,1182,0.01444940500005032,7826491368805603054,33809,548,18.250947,14228.270818419,23.679259598999124
548,1,1,CLEAR,0,0.0,off,no_alert,,1184,0.008079822999206954,7826491368805603054,33811,549,18.281591,14228.304781986,23.713223165999807
549,1,1,CLEAR,0,0.0,off,no_alert,,1186,0.002157291999537847,7826491368805603054,33813,550,18.313994,14228.339257596,23.747698776000107
550,1,1,CLEAR,0,0.0,off,no_alert,,1187,0.016841901000589132,7826491368805603054,33814,551,18.349958,14228.373562976,23.782004155998948
551,1,1,CLEAR,0,0.0,off,no_alert,,1189,0.011465631001556176,7826491368805603054,33816,552,18.381845,14228.407713871,23.81615505099944
552,1,1,CLEAR,0,0.0,off,no_alert,,1191,0.004355466000561137,7826491368805603054,33818,553,18.413909,14228.441876355,23.850317534999704
553,1,1,CLEAR,0,0.0,off,no_alert,,1192,0.02004668900008255,7826491368805603054,33819,554,18.449725,14228.476199911,23.88464109099914
554,1,1,CLEAR,0,0.0,off,no_alert,,1194,0.013369992000662023,7826491368805603054,33821,555,18.481139,14228.510298806,23.91873998600022
555,1,1,CLEAR,0,0.0,off,no_alert,,1196,0.008131469001455116,7826491368805603054,33823,556,18.513698,14228.544503599,23.952944778999154
556,1,1,CLEAR,0,0.0,off,no_alert,,1198,0.0025389740003447514,7826491368805603054,33825,557,18.549862,14228.578848048,23.98728922800001
557,1,1,CLEAR,0,0.0,off,no_alert,,1199,0.016647648000798654,7826491368805603054,33826,558,18.581754,14228.613013024,24.021454203999383
558,1,1,CLEAR,0,0.0,off,no_alert,,1201,0.010680270999728236,7826491368805603054,33828,559,18.614107,14228.647194005,24.05563518499912
559,1,1,CLEAR,0,0.0,off,no_alert,,1203,0.004879186999460217,7826491368805603054,33830,560,18.650106,14228.681375757,24.08981693699934
560,1,1,CLEAR,0,0.0,off,no_alert,,1204,0.018640437001522514,7826491368805603054,33831,561,18.684219,14228.715385984,24.123827163999522
561,1,1,CLEAR,0,0.0,off,no_alert,,1206,0.012897754000732675,7826491368805603054,33833,562,18.715909,14228.74925101,24.15769218999958
562,1,1,CLEAR,0,0.0,off,no_alert,,1208,0.007029401998806861,7826491368805603054,33835,563,18.749793,14228.783266908,24.19170808799936
563,1,1,CLEAR,0,0.0,off,no_alert,,1210,0.0010956789992633276,7826491368805603054,33837,564,18.782252,14228.817277769,24.2257189489992
564,1,1,CLEAR,0,0.0,off,no_alert,,1211,0.013793334001093172,7826491368805603054,33838,565,18.818159,14228.851341646,24.259782825998627
565,1,1,CLEAR,0,0.0,off,no_alert,,1213,0.008747564999794122,7826491368805603054,33840,566,18.850361,14228.885367982,24.29380916199989
566,1,1,CLEAR,0,0.0,off,no_alert,,1215,0.0023500650004280033,7826491368805603054,33842,567,18.88274,14228.919381555,24.327822735000154
567,1,1,CLEAR,0,0.0,off,no_alert,,1216,0.017318766000244068,7826491368805603054,33843,568,18.91647,14228.953243975,24.361685154999577
568,1,1,CLEAR,0,0.0,off,no_alert,,1218,0.011407013998905313,7826491368805603054,33845,569,18.951118,14228.987436654,24.395877834000203
569,1,1,CLEAR,0,0.0,off,no_alert,,1220,0.004912348000289057,7826491368805603054,33847,570,18.981377,14229.021568973,24.430010152998875
570,1,1,CLEAR,0,0.0,off,no_alert,,1221,0.019197281000742805,7826491368805603054,33848,571,19.016834,14229.055730479,24.464171658999476
571,1,1,CLEAR,0,0.0,off,no_alert,,1223,0.012152892999438336,7826491368805603054,33850,572,19.053534,14229.090196135,24.498637314998632
572,1,1,CLEAR,0,0.0,off,no_alert,,1225,0.005674988999089692,7826491368805603054,33852,573,19.083516,14229.124268827,24.53271000699897
573,1,1,CLEAR,0,0.0,off,no_alert,,1227,0.0011023000006389339,7826491368805603054,33854,574,19.114917,14229.158352721,24.566793900999983
