collision_ffb_sequence,collision_ffb_publish_enabled,collision_ffb_publish_success,collision_ffb_risk_level,collision_ffb_active,collision_ffb_requested_magnitude,collision_ffb_pattern,collision_ffb_reason,collision_ffb_publish_error,collision_ffb_challenge_received_count,collision_ffb_challenge_age_sec,collision_ffb_challenge_session_id,collision_ffb_challenge_token,source_frame,source_time_sec,send_monotonic_sec,elapsed_sec
186,1,1,CLEAR,0,0.0,off,cadence_complete,,567,0.0028460039993660757,7826491368805603054,33194,187,6.221401,14215.958182664,11.36662384400006
187,1,1,CLEAR,0,0.0,off,cadence_complete,,568,0.016767059998528566,7826491368805603054,33195,188,6.25257,14215.992222975,11.400664154998594
188,1,1,CLEAR,0,0.0,off,cadence_complete,,570,0.010439816000143765,7826491368805603054,33197,189,6.28495,14216.026129883,11.434571062998657
189,1,1,CLEAR,0,0.0,off,cadence_complete,,572,0.0024218519993155496,7826491368805603054,33199,190,6.321624,14216.059989866,11.46843104599975
190,1,1,CLEAR,0,0.0,off,cadence_complete,,573,0.018255064000186394,7826491368805603054,33200,191,6.351332,14216.093873508,11.502314687999387
191,1,1,CLEAR,0,0.0,off,cadence_complete,,575,0.011197698000614764,7826491368805603054,33202,192,6.384665,14216.127884469,11.536325648999991
192,1,1,CLEAR,0,0.0,off,cadence_complete,,577,0.00597768399893539,7826491368805603054,33204,193,6.420869,14216.161895691,11.570336871000109
193,1,1,CLEAR,0,0.0,off,cadence_complete,,579,0.0003536040003382368,7826491368805603054,33206,194,6.451014,14216.195944601,11.604385781000019
194,1,1,CLEAR,0,0.0,off,cadence_complete,,580,0.010459078001076705,7826491368805603054,33207,195,6.484521,14216.229818996,11.638260175999676
195,1,1,CLEAR,0,0.0,off,cadence_complete,,582,0.008439302000624593,7826491368805603054,33209,196,6.520872,14216.263687324,11.672128504000284
196,1,1,CLEAR,0,0.0,off,cadence_complete,,584,0.0006041830001777271,7826491368805603054,33211,197,6.552673,14216.297801683,11.706242862999716
197,1,1,CLEAR,0,0.0,off,cadence_complete,,585,0.0169697660003294,7826491368805603054,33212,198,6.584267,14216.332369394,11.740810573999624
198,1,1,CLEAR,0,0.0,off,cadence_complete,,587,0.01119529600146052,7826491368805603054,33214,199,6.622253,14216.366609636,11.775050815998839
199,1,1,CLEAR,0,0.0,off,cadence_complete,,589,0.005191066000406863,7826491368805603054,33216,200,6.652168,14216.400796644,11.809237823999865
200,1,1,CLEAR,0,0.0,off,cadence_complete,,590,0.01939381299962406,7826491368805603054,33217,201,6.683827,14216.434818117,11.843259297000259
201,1,1,CLEAR,0,0.0,off,cadence_complete,,592,0.013301463999596308,7826491368805603054,33219,202,6.721681,14216.468917573,11.877358752999498
202,1,1,CLEAR,0,0.0,off,cadence_complete,,594,0.007664106000447646,7826491368805603054,33221,203,6.753411,14216.502982149,11.911423329000172
203,1,1,CLEAR,0,0.0,off,cadence_complete,,596,0.0013350440003705444,7826491368805603054,33223,204,6.784735,14216.537075932,11.945517111998925
204,1,1,CLEAR,0,0.0,off,cadence_complete,,597,0.015852574000746245,7826491368805603054,33224,205,6.821254,14216.571051143,11.979492323000159
205,1,1,CLEAR,0,0.0,off,cadence_complete,,599,0.008394378999582841,7826491368805603054,33226,206,6.852524,14216.604944846,12.013386025999353
206,1,1,CLEAR,0,0.0,off,cadence_complete,,601,0.003521617998558213,7826491368805603054,33228,207,6.884376,14216.639069731,12.047510910999335
207,1,1,CLEAR,0,0.0,off,cadence_complete,,602,0.017852052000307594,7826491368805603054,33229,208,6.921634,14216.673052525,12.081493704999957
208,1,1,CLEAR,0,0.0,off,cadence_complete,,604,0.010055736000140314,7826491368805603054,33231,209,6.953942,14216.707126651,12.11556783099877
209,1,1,CLEAR,0,0.0,off,cadence_complete,,606,0.005539595000300324,7826491368805603054,33233,210,6.984726,14216.741302257,12.149743436999415
210,1,1,CLEAR,0,0.0,off,cadence_complete,,607,0.019491758999720332,7826491368805603054,33234,211,7.020898,14216.775127687,12.183568866999849
211,1,1,CLEAR,0,0.0,off,cadence_complete,,609,0.013103699999192031,7826491368805603054,33236,212,7.052564,14216.808866852,12.217308031998982
212,1,1,CLEAR,0,0.0,off,cadence_complete,,611,0.006835729000158608,7826491368805603054,33238,213,7.084636,14216.842913588,12.251354767999146
213,1,1,CLEAR,0,0.0,off,cadence_complete,,613,0.00042353899880254176,7826491368805603054,33240,214,7.121175,14216.877213468,12.285654647999763
214,1,1,CLEAR,0,0.0,off,cadence_cancelled_by_clear,,614,0.011002835000908817,7826491368805603054,33241,215,7.150871,14216.911048008,12.319489187999352
215,1,1,UNKNOWN,1,0.15,pulse,invalid_or_unknown_perception:cadence_triple,,616,0.009068316001503263,7826491368805603054,33243,216,7.184581,14216.945163999,12.353605178999715
216,1,1,UNKNOWN,1,0.15,pulse,invalid_or_unknown_perception:cadence_triple,,618,0.0033356509993609507,7826491368805603054,33245,217,7.222581,14216.979025775,12.387466954998672
217,1,1,CLEAR,0,0.0,off,cadence_cancelled_by_clear,,619,0.017607408000912983,7826491368805603054,33246,218,7.254175,14217.012956863,12.421398042999499
218,1,1,UNKNOWN,1,0.15,pulse,invalid_or_unknown_perception:cadence_triple,,621,0.01087600999926508,7826491368805603054,33248,219,7.285014,14217.046961711,12.455402890998812
219,1,1,UNKNOWN,1,0.15,pulse,invalid_or_unknown_perception:cadence_triple,,623,0.0053857499988225754,7826491368805603054,33250,220,7.321397,14217.080909473,12.489350652998837
220,1,1,CLEAR,0,0.0,off,cadence_cancelled_by_clear,,624,0.017545554999742308,7826491368805603054,33251,221,7.352917,14217.114744193,12.52318537300016
221,1,1,CLEAR,0,0.0,off,no_alert,,626,0.013721367000471218,7826491368805603054,33253,222,7.385292,14217.148912884,12.55735406399981
222,1,1,CLEAR,0,0.0,off,no_alert,,628,0.007377375999567448,7826491368805603054,33255,223,7.421577,14217.18302071,12.591461889998754
223,1,1,CLEAR,0,0.0,off,no_alert,,630,0.0015113600002223393,7826491368805603054,33257,224,7.452692,14217.21700792,12.625449099999969
224,1,1,CLEAR,0,0.0,off,no_alert,,631,0.015020471000752877,7826491368805603054,33258,225,7.484836,14217.250857355,12.659298534999834
225,1,1,CLEAR,0,0.0,off,no_alert,,633,0.008058519999394775,7826491368805603054,33260,226,7.521168,14217.284944726,12.693385905999094
226,1,1,CLEAR,0,0.0,off,no_alert,,635,0.003557595999154728,7826491368805603054,33262,227,7.553038,14217.318897896,12.727339076000135
227,1,1,CLEAR,0,0.0,off,no_alert,,636,0.017275993999646744,7826491368805603054,33263,228,7.584914,14217.352767147,12.761208326999622
228,1,1,CLEAR,0,0.0,off,no_alert,,638,0.011425564000091981,7826491368805603054,33265,229,7.62013,14217.387196351,12.795637530998647
229,1,1,CLEAR,0,0.0,off,no_alert,,640,0.005832434000694775,7826491368805603054,33267,230,7.652866,14217.42145544,12.82989662
230,1,1,CLEAR,0,0.0,off,no_alert,,641,0.019867625000188127,7826491368805603054,33268,231,7.684797,14217.455608302,12.864049481999245
231,1,1,CLEAR,0,0.0,off,no_alert,,643,0.014315332999103703,7826491368805603054,33270,232,7.720967,14217.489862256,12.898303435998969
232,1,1,CLEAR,0,0.0,off,no_alert,,645,0.008677881000039633,7826491368805603054,33272,233,7.753354,14217.52403185,12.932473029999528
233,1,1,CLEAR,0,0.0,off,no_alert,,646,0.022699431001456105,7826491368805603054,33273,234,7.78503,14217.557969229,12.966410408998854
234,1,1,CLEAR,0,0.0,off,no_alert,,648,0.01491389100010565,7826491368805603054,33275,235,7.82263,14217.591950072,13.000391251998735
235,1,1,CLEAR,0,0.0,off,no_alert,,650,0.01023647100009839,7826491368805603054,33277,236,7.851284,14217.625919137,13.034360317000392
236,1,1,CLEAR,0,0.0,off,no_alert,,652,0.0003967499997088453,7826491368805603054,33279,237,7.884747,14217.659872064,13.068313243999
237,1,1,CLEAR,0,0.0,off,no_alert,,653,0.01790557900130807,7826491368805603054,33280,238,7.920154,14217.693825922,13.102267102000042
238,1,1,CLEAR,0,0.0,off,no_alert,,655,0.011907287000212818,7826491368805603054,33282,239,7.95294,14217.727745843,13.136187022999366
239,1,1,CLEAR,0,0.0,off,no_alert,,657,0.006046904998584068,7826491368805603054,33284,240,7.985397,14217.761798117,13.17023929700008
240,1,1,CLEAR,0,0.0,off,no_alert,,659,0.0005031699984101579,7826491368805603054,33286,241,8.021827,14217.796182503,13.204623682999227
241,1,1,CLEAR,0,0.0,off,no_alert,,660,0.012931981998917763,7826491368805603054,33287,242,8.053564,14217.830364035,13.238805214999957
242,1,1,CLEAR,0,0.0,off,no_alert,,662,0.00910441399901174,7826491368805603054,33289,243,8.085066,14217.864546572,13.272987751999608
243,1,1,CLEAR,0,0.0,off,no_alert,,664,0.002049734999673092,7826491368805603054,33291,244,8.121818,14217.898686763,13.307127942998704
244,1,1,CLEAR,0,0.0,off,no_alert,,665,0.01730284000041138,7826491368805603054,33292,245,8.153185,14217.932903921,13.341345101000115
245,1,1,CLEAR,0,0.0,off,no_alert,,667,0.011423249001381919,7826491368805603054,33294,246,8.185272,14217.967023212,13.37546439200014
246,1,1,CLEAR,0,0.0,off,no_alert,,669,0.005370887998651597,7826491368805603054,33296,247,8.230374,14218.001098706,13.409539885999038
247,1,1,CLEAR,0,0.0,off,no_alert,,670,0.01963117000013881,7826491368805603054,33297,248,8.258138,14218.035068784,13.443509963999531
248,1,1,CLEAR,0,0.0,off,no_alert,,672,0.0134823160005908,7826491368805603054,33299,249,8.287879,14218.069037623,13.47747880299903
249,1,1,CLEAR,0,0.0,off,no_alert,,674,0.00723383699914848,7826491368805603054,33301,250,8.324056,14218.102993913,13.511435092999818
250,1,1,CLEAR,0,0.0,off,no_alert,,676,0.0009736009997141082,7826491368805603054,33303,251,8.356352,14218.137952393,13.546393573000387
251,1,1,CLEAR,0,0.0,off,no_alert,,677,0.011998212001344655,7826491368805603054,33304,252,8.385646,14218.171982089,13.580423268998857
252,1,1,CLEAR,0,0.0,off,no_alert,,679,0.010579604999293224,7826491368805603054,33306,253,8.423501,14218.20603433,13.614475509999465
253,1,1,CLEAR,0,0.0,off,no_alert,,681,0.002069767000648426,7826491368805603054,33308,254,8.458817,14218.240392302,13.648833481998736
254,1,1,CLEAR,0,0.0,off,no_alert,,682,0.017871924999781186,7826491368805603054,33309,255,8.487619,14218.274358157,13.682799336998869
255,1,1,CLEAR,0,0.0,off,no_alert,,684,0.012123713999244501,7826491368805603054,33311,256,8.52008,14218.308338026,13.716779205999046
256,1,1,CLEAR,0,0.0,off,no_alert,,686,0.006151752999357996,7826491368805603054,33313,257,8.554141,14218.342279786,13.75072096599979
257,1,1,CLEAR,0,0.0,off,no_alert,,688,0.0006751510009053163,7826491368805603054,33315,258,8.589535,14218.376311077,13.784752256999127
258,1,1,CLEAR,0,0.0,off,no_alert,,689,0.014226616000087233,7826491368805603054,33316,259,8.621004,14218.410203958,13.818645137998828
259,1,1,CLEAR,0,0.0,off,no_alert,,691,0.008763067999097984,7826491368805603054,33318,260,8.656156,14218.44407126,13.852512440000282
260,1,1,CLEAR,0,0.0,off,no_alert,,693,0.0019198019999748794,7826491368805603054,33320,261,8.690385,14218.478401628,13.886842807998619
261,1,1,CLEAR,0,0.0,off,no_alert,,694,0.01677458199992543,7826491368805603054,33321,262,8.720572,14218.512416634,13.920857813998737
262,1,1,CLEAR,0,0.0,off,no_alert,,696,0.010600509000141756,7826491368805603054,33323,263,8.753072,14218.546314825,13.954756004999581
263,1,1,CLEAR,0,0.0,off,no_alert,,698,0.004717579000498517,7826491368805603054,33325,264,8.784605,14218.580280544,13.988721723999333
264,1,1,CLEAR,0,0.0,off,no_alert,,699,0.017639682000663015,7826491368805603054,33326,265,8.825369,14218.614189617,14.022630796998783
265,1,1,CLEAR,0,0.0,off,no_alert,,701,0.012645607001104509,7826491368805603054,33328,266,8.857832,14218.648162493,14.0566036729997
266,1,1,CLEAR,0,0.0,off,no_alert,,703,0.0054254219994618325,7826491368805603054,33330,267,8.891664,14218.682366441,14.09080762099984
267,1,1,CLEAR,0,0.0,off,no_alert,,704,0.020515484999123146,7826491368805603054,33331,268,8.920525,14218.716433114,14.1248742939988
268,1,1,CLEAR,0,0.0,off,no_alert,,706,0.014426398998693912,7826491368805603054,33333,269,8.958289,14218.750463303,14.158904482999787
269,1,1,CLEAR,0,0.0,off,no_alert,,708,0.007674712000152795,7826491368805603054,33335,270,8.989872,14218.784520356,14.19296153599862
270,1,1,CLEAR,0,0.0,off,no_alert,,710,0.002537217000281089,7826491368805603054,33337,271,9.020293,14218.818577039,14.227018218998637
271,1,1,CLEAR,0,0.0,off,no_alert,,711,0.016989100000500912,7826491368805603054,33338,272,9.058688,14218.852601209,14.261042389000067
272,1,1,CLEAR,0,0.0,off,no_alert,,713,0.010305531999620143,7826491368805603054,33340,273,9.091403,14218.886643023,14.295084202998623
273,1,1,CLEAR,0,0.0,off,no_alert,,715,0.005075421999208629,7826491368805603054,33342,274,9.127392,14218.921075201,14.329516380999848
274,1,1,CLEAR,0,0.0,off,no_alert,,716,0.017744259001119644,7826491368805603054,33343,275,9.156393,14218.955104673,14.363545852998868
275,1,1,CLEAR,0,0.0,off,no_alert,,718,0.01107194399992295,7826491368805603054,33345,276,9.189767,14218.988972834,14.397414013999878
276,1,1,CLEAR,0,0.0,off,no_alert,,720,0.0073762350002652965,7826491368805603054,33347,277,9.236724,14219.02308489,14.431526069998654
277,1,1,CLEAR,0,0.0,off,no_alert,,722,0.0010856459994101897,7826491368805603054,33349,278,9.267159,14219.057078923,14.465520103000017
278,1,1,CLEAR,0,0.0,off,no_alert,,723,0.014954305001083412,7826491368805603054,33350,279,9.303922,14219.091172645,14.49961382499896
279,1,1,CLEAR,0,0.0,off,no_alert,,725,0.008010179000848439,7826491368805603054,33352,280,9.333338,14219.125371387,14.533812566998677
280,1,1,CLEAR,0,0.0,off,no_alert,,727,0.0033774000003177207,7826491368805603054,33354,281,9.367611,14219.159445296,14.56788647599933
281,1,1,CLEAR,0,0.0,off,no_alert,,728,0.01793747500050813,7826491368805603054,33355,282,9.399692,14219.193370763,14.60181194299912
282,1,1,CLEAR,0,0.0,off,no_alert,,730,0.011488295000162907,7826491368805603054,33357,283,9.434023,14219.227614453,14.636055633000069
283,1,1,CLEAR,0,0.0,off,no_alert,,732,0.0060371180006768554,7826491368805603054,33359,284,9.462222,14219.261794621,14.670235800998853
284,1,1,CLEAR,0,0.0,off,no_alert,,734,0.0005277099990053102,7826491368805603054,33361,285,9.499103,14219.296575476,14.705016656000225
285,1,1,CLEAR,0,0.0,off,no_alert,,735,0.0147421290002967,7826491368805603054,33362,286,9.542737,14219.330606265,14.739047445000324
286,1,1,CLEAR,0,0.0,off,no_alert,,737,0.008695024000189733,7826491368805603054,33364,287,9.581857,14219.364618999,14.773060178999003
287,1,1,CLEAR,0,0.0,off,no_alert,,739,0.00078273100007209,7826491368805603054,33366,288,9.607822,14219.398715908,14.807157088000167
288,1,1,CLEAR,0,0.0,off,no_alert,,740,0.016154072000063024,7826491368805603054,33367,289,9.641894,14219.432670841,14.8411120210003
289,1,1,CLEAR,0,0.0,off,no_alert,,742,0.010754398001154186,7826491368805603054,33369,290,9.67719,14219.466551465,14.87499264500002
290,1,1,CLEAR,0,0.0,off,no_alert,,744,0.004551278001599712,7826491368805603054,33371,291,9.713237,14219.50048111,14.908922290000191
291,1,1,CLEAR,0,0.0,off,no_alert,,745,0.01836717799960752,7826491368805603054,33372,292,9.741591,14219.534317491,14.942758670998955
292,1,1,CLEAR,0,0.0,off,no_alert,,747,0.012547587999506504,7826491368805603054,33374,293,9.770625,14219.568134312,14.976575491999029
293,1,1,CLEAR,0,0.0,off,no_alert,,749,0.00570211299964285,7826491368805603054,33376,294,9.798718,14219.602027127,15.010468307000338
294,1,1,CLEAR,0,0.0,off,no_alert,,750,0.019538467999154818,7826491368805603054,33377,295,9.827975,14219.635858088,15.044299268000032
295,1,1,CLEAR,0,0.0,off,no_alert,,752,0.01331342200137442,7826491368805603054,33379,296,9.857105,14219.66982595,15.078267130000313
296,1,1,CLEAR,0,0.0,off,no_alert,,754,0.007940661000247928,7826491368805603054,33381,297,9.890851,14219.703914111,15.112355290999403
297,1,1,CLEAR,0,0.0,off,no_alert,,756,0.0020810749992961064,7826491368805603054,33383,298,9.926634,14219.737890358,15.146331537998776
298,1,1,CLEAR,0,0.0,off,no_alert,,757,0.01135181400059082,7826491368805603054,33384,299,9.956662,14219.772031974,15.180473153999628
299,1,1,CLEAR,0,0.0,off,no_alert,,759,0.010027586000433075,7826491368805603054,33386,300,9.987372,14219.806201966,15.214643145998707
300,1,1,CLEAR,0,0.0,off,no_alert,,761,0.004453096000361256,7826491368805603054,33388,301,10.023998,14219.840150778,15.248591957999452
301,1,1,CLEAR,0,0.0,off,no_alert,,762,0.01856146099999023,7826491368805603054,33389,302,10.057198,14219.874181739,15.28262291899955
302,1,1,CLEAR,0,0.0,off,no_alert,,764,0.012031406000460265,7826491368805603054,33391,303,10.093595,14219.908304237,15.316745416999765
303,1,1,CLEAR,0,0.0,off,no_alert,,766,0.006776199999876553,7826491368805603054,33393,304,10.122733,14219.942331371,15.350772550998954
304,1,1,CLEAR,0,0.0,off,no_alert,,768,0.0007426659994962392,7826491368805603054,33395,305,10.161237,14219.97740242,15.385843599999134
305,1,1,CLEAR,0,0.0,off,no_alert,,769,0.014371671999469982,7826491368805603054,33396,306,10.196127,14220.011553729,15.419994908999797
306,1,1,CLEAR,0,0.0,off,no_alert,,771,0.009945361000063713,7826491368805603054,33398,307,10.228655,14220.045475828,15.453917007998825
307,1,1,CLEAR,0,0.0,off,no_alert,,773,0.0037618810001731617,7826491368805603054,33400,308,10.257571,14220.079282565,15.48772374500004
308,1,1,CLEAR,0,0.0,off,no_alert,,774,0.017438223001590814,7826491368805603054,33401,309,10.289325,14220.113167183,15.521608363000269
309,1,1,CLEAR,0,0.0,off,no_alert,,776,0.008138071998473606,7826491368805603054,33403,310,10.322346,14220.146965162,15.555406341998605
310,1,1,CLEAR,0,0.0,off,no_alert,,778,0.004081980001501506,7826491368805603054,33405,311,10.354627,14220.180848302,15.589289481999003
311,1,1,CLEAR,0,0.0,off,no_alert,,779,0.017201540000314708,7826491368805603054,33406,312,10.3864,14220.214862898,15.62330407799891
312,1,1,CLEAR,0,0.0,off,no_alert,,781,0.01287151899850869,7826491368805603054,33408,313,10.427322,14220.248983913,15.657425092998892
313,1,1,CLEAR,0,0.0,off,no_alert,,783,0.00747991699972772,7826491368805603054,33410,314,10.463302,14220.283074279,15.691515458998765
314,1,1,CLEAR,0,0.0,off,no_alert,,785,0.0014718570000695763,7826491368805603054,33412,315,10.502179,14220.317236435,15.725677614998858
315,1,1,CLEAR,0,0.0,off,no_alert,,786,0.015769757999805734,7826491368805603054,33413,316,10.528596,14220.351352019,15.759793199000342
316,1,1,CLEAR,0,0.0,off,no_alert,,788,0.009966436000468093,7826491368805603054,33415,317,10.557301,14220.385719065,15.794160244999148
317,1,1,CLEAR,0,0.0,off,no_alert,,790,0.004265491001206101,7826491368805603054,33417,318,10.592262,14220.42009579,15.828536969998822
318,1,1,CLEAR,0,0.0,off,no_alert,,791,0.017469317999712075,7826491368805603054,33418,319,10.6235,14220.454404899,15.8628460789987
319,1,1,CLEAR,0,0.0,off,no_alert,,793,0.011863298999742256,7826491368805603054,33420,320,10.661632,14220.488553175,15.89699435500006
320,1,1,CLEAR,0,0.0,off,no_alert,,795,0.007029646001683432,7826491368805603054,33422,321,10.696399,14220.52286669,15.931307869999728
321,1,1,CLEAR,0,0.0,off,no_alert,,797,0.0010271390001435066,7826491368805603054,33424,322,10.726919,14220.556777537,15.965218716999516
322,1,1,CLEAR,0,0.0,off,no_alert,,798,0.014495882000119309,7826491368805603054,33425,323,10.76119,14220.590553311,15.998994490999394
323,1,1,CLEAR,0,0.0,off,no_alert,,800,0.008184643000276992,7826491368805603054,33427,324,10.794648,14220.624367188,16.032808367999678
324,1,1,CLEAR,0,0.0,off,no_alert,,802,0.0012618710006790934,7826491368805603054,33429,325,10.826502,14220.65830631,16.066747490000125
325,1,1,CLEAR,0,0.0,off,no_alert,,803,0.016555628000787692,7826491368805603054,33430,326,10.857799,14220.692340334,16.10078151400012
326,1,1,CLEAR,0,0.0,off,no_alert,,805,0.006592866000573849,7826491368805603054,33432,327,10.890659,14220.726325104,16.134766283999852
327,1,1,CLEAR,0,0.0,off,no_alert,,807,0.0045164580005803145,7826491368805603054,33434,328,10.922374,14220.760753582,16.16919476200019
328,1,1,CLEAR,0,0.0,off,no_alert,,808,0.01905343900034495,7826491368805603054,33435,329,10.956727,14220.794901646,16.203342826000153
329,1,1,CLEAR,0,0.0,off,no_alert,,810,0.01321238499986066,7826491368805603054,33437,330,10.986944,14220.828765772,16.237206951998814
330,1,1,CLEAR,0,0.0,off,no_alert,,812,0.006314877000477281,7826491368805603054,33439,331,11.022145,14220.862754343,16.271195522998823
331,1,1,CLEAR,0,0.0,off,no_alert,,814,0.0009795730002224445,7826491368805603054,33441,332,11.053814,14220.896789033,16.30523021299996
332,1,1,CLEAR,0,0.0,off,no_alert,,815,0.014767834998565377,7826491368805603054,33442,333,11.086487,14220.930695362,16.339136541999324
333,1,1,CLEAR,0,0.0,off,no_alert,,817,0.008499405999828014,7826491368805603054,33444,334,11.121333,14220.964647758,16.373088938000365
334,1,1,CLEAR,0,0.0,off,no_alert,,819,0.00246683600016695,7826491368805603054,33446,335,11.158923,14220.998724769,16.407165949000046
335,1,1,CLEAR,0,0.0,off,no_alert,,820,0.016606029001195566,7826491368805603054,33447,336,11.20099,14221.032702361,16.4411435410002
336,1,1,CLEAR,0,0.0,off,no_alert,,822,0.010049807000541477,7826491368805603054,33449,337,11.231683,14221.066753985,16.475195164999604
337,1,1,CLEAR,0,0.0,off,no_alert,,824,0.004020489999675192,7826491368805603054,33451,338,11.263638,14221.100847627,16.509288806999393
338,1,1,CLEAR,0,0.0,off,no_alert,,825,0.01908812499823398,7826491368805603054,33452,339,11.297031,14221.134718883,16.54316006299996
339,1,1,CLEAR,0,0.0,off,no_alert,,827,0.011692400999891106,7826491368805603054,33454,340,11.328544,14221.168674884,16.57711606399971
340,1,1,CLEAR,0,0.0,off,no_alert,,829,0.007012465999650885,7826491368805603054,33456,341,11.360533,14221.202768062,16.61120924199895
341,1,1,CLEAR,0,0.0,off,no_alert,,831,0.0005596060000243597,7826491368805603054,33458,342,11.394244,14221.236974398,16.6454155779993
342,1,1,CLEAR,0,0.0,off,no_alert,,832,0.014412544000151684,7826491368805603054,33459,343,11.42977,14221.271045261,16.679486441000336
343,1,1,CLEAR,0,0.0,off,no_alert,,834,0.00923713699921791,7826491368805603054,33461,344,11.465636,14221.305094574,16.713535753999167
344,1,1,CLEAR,0,0.0,off,no_alert,,836,0.002221560000180034,7826491368805603054,33463,345,11.496813,14221.339270598,16.74771177799994
345,1,1,CLEAR,0,0.0,off,no_alert,,837,0.016358070000933367,7826491368805603054,33464,346,11.533552,14221.373182417,16.78162359700036
346,1,1,CLEAR,0,0.0,off,no_alert,,839,0.011183144999449723,7826491368805603054,33466,347,11.563216,14221.407080809,16.815521988999535
347,1,1,CLEAR,0,0.0,off,no_alert,,841,0.003997884999989765,7826491368805603054,33468,348,11.590907,14221.44092948,16.849370660000204
348,1,1,CLEAR,0,0.0,off,no_alert,,842,0.01914247500099009,7826491368805603054,33469,349,11.6217,14221.47478077,16.883221950000006
349,1,1,CLEAR,0,0.0,off,no_alert,,844,0.012625549999938812,7826491368805603054,33471,350,11.653582,14221.508787438,16.91722861800008
350,1,1,CLEAR,0,0.0,off,no_alert,,846,0.0064174239996646065,7826491368805603054,33473,351,11.684258,14221.542779675,16.95122085499861
351,1,1,CLEAR,0,0.0,off,no_alert,,848,0.0005208419988775859,7826491368805603054,33475,352,11.722094,14221.576711364,16.985152543998993
352,1,1,CLEAR,0,0.0,off,no_alert,,849,0.014799562999542104,7826491368805603054,33476,353,11.754222,14221.610702935,17.019144115000017
353,1,1,CLEAR,0,0.0,off,no_alert,,851,0.007137886999771581,7826491368805603054,33478,354,11.784072,14221.644732419,17.05317359899891
354,1,1,CLEAR,0,0.0,off,no_alert,,853,0.001427716999387485,7826491368805603054,33480,355,11.822178,14221.678459155,17.086900334999882
355,1,1,CLEAR,0,0.0,off,no_alert,,854,0.01633042600042245,7826491368805603054,33481,356,11.857611,14221.71220352,17.120644699998593
356,1,1,CLEAR,0,0.0,off,no_alert,,856,0.010334660999433254,7826491368805603054,33483,357,11.891486,14221.746196284,17.15463746400019
357,1,1,CLEAR,0,0.0,off,no_alert,,858,0.0045745739989797585,7826491368805603054,33485,358,11.922803,14221.780269832,17.18871101199875
358,1,1,CLEAR,0,0.0,off,no_alert,,859,0.018610836999869207,7826491368805603054,33486,359,11.949254,14221.814379641,17.222820820999914
359,1,1,CLEAR,0,0.0,off,no_alert,,861,0.012712049001493142,7826491368805603054,33488,360,11.982463,14221.848582445,17.25702362499942
360,1,1,CLEAR,0,0.0,off,no_alert,,863,0.006409185998563771,7826491368805603054,33490,361,12.022463,14221.882693556,17.29113473599864
361,1,1,CLEAR,0,0.0,off,no_alert,,865,0.0012127329991926672,7826491368805603054,33492,362,12.053546,14221.916907733,17.325348913000198
362,1,1,CLEAR,0,0.0,off,no_alert,,866,0.014858870999887586,7826491368805603054,33493,363,12.088269,14221.950893059,17.35933423899951
363,1,1,CLEAR,0,0.0,off,no_alert,,868,0.008513401000527665,7826491368805603054,33495,364,12.125205,14221.98503167,17.393472849998943
364,1,1,CLEAR,0,0.0,off,no_alert,,870,0.003369826999914949,7826491368805603054,33497,365,12.150855,14222.019492588,17.427933768000003
365,1,1,CLEAR,0,0.0,off,no_alert,,871,0.017611779998333077,7826491368805603054,33498,366,12.18362,14222.054174722,17.462615901999015
366,1,1,CLEAR,0,0.0,off,no_alert,,873,0.012590667000040412,7826491368805603054,33500,367,12.228515,14222.088518914,17.496960094000315
367,1,1,CLEAR,0,0.0,off,no_alert,,875,0.006578440001248964,7826491368805603054,33502,368,12.258265,14222.122528104,17.530969284000093
368,1,1,CLEAR,0,0.0,off,no_alert,,876,0.02144477799993183,7826491368805603054,33503,369,12.291055,14222.157298312,17.56573949199992
369,1,1,CLEAR,0,0.0,off,no_alert,,878,0.015960314000039943,7826491368805603054,33505,370,12.324793,14222.191413072,17.599854251999204
370,1,1,CLEAR,0,0.0,off,no_alert,,880,0.009295982999901753,7826491368805603054,33507,371,12.358187,14222.225309815,17.63375099499899
371,1,1,CLEAR,0,0.0,off,no_alert,,882,0.003635655999460141,7826491368805603054,33509,372,12.386817,14222.259834062,17.668275242000163
372,1,1,CLEAR,0,0.0,off,no_alert,,883,0.01832187400032126,7826491368805603054,33510,373,12.42507,14222.294379363,17.70282054299969
373,1,1,CLEAR,0,0.0,off,no_alert,,885,0.012651176999497693,7826491368805603054,33512,374,12.45444,14222.328762753,17.737203933000274
374,1,1,CLEAR,0,0.0,off,no_alert,,887,0.006730831999448128,7826491368805603054,33514,375,12.487071,14222.363126857,17.77156803700018
375,1,1,CLEAR,0,0.0,off,no_alert,,889,0.0011355799997545546,7826491368805603054,33516,376,12.523893,14222.397396868,17.805838047999714
376,1,1,CLEAR,0,0.0,off,no_alert,,890,0.015953682999679586,7826491368805603054,33517,377,12.552486,14222.43154735,17.839988529998664
377,1,1,CLEAR,0,0.0,off,no_alert,,892,0.01014590199883969,7826491368805603054,33519,378,12.587245,14222.465766808,17.874207987999398
378,1,1,CLEAR,0,0.0,off,no_alert,,894,0.004730259999632835,7826491368805603054,33521,379,12.621372,14222.500129484,17.908570663999853
379,1,1,CLEAR,0,0.0,off,no_alert,,895,0.018771359998936532,7826491368805603054,33522,380,12.654728,14222.534363247,17.94280442699892
