experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,motion_detection_rate,measurement_acceptance_rate,motion_measurement_acceptance_rate,track_rate,motion_track_rate,odom_available_rate,odom_callback_count_delta,challenge_callback_count_delta,challenge_age_p95_sec,challenge_age_max_sec,ffb_publish_success_rate,ffb_challenge_unavailable_frames,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,warning_hold_rate,unknown_rate,critical_rate,warning_or_critical_frames,critical_frames
phase5_v8_camera_mock_odom_dryrun_r01,/home/robo25/Downloads/phase5_v8_camera_mock_odom_dryrun_r01_20260925_153955_320.tar.xz::phase5_v8_camera_mock_odom_dryrun_r01_20260925_153955_320,841,28.628617,29.341270659354592,1.0,1.0,1.0,1.0,1.0,1.0,0.7336504161712247,604.0,1428.0,0.019338517999585747,0.05765107800016267,1.0,0,99,1.0,0.0,0.11771700356718193,1.0,4.096654415130615,9.602211075597093e-05,0.11771700356718193,0.11771700356718193,0.0,0.0,0.0,99,0
