session,source,required_files_complete,csv_frames,frame_sequence_ok,timestamps_monotonic,time_alias_ok,raw_frames,bev_frames,detection_frames,video_counts_match,processing_timing_status,decision,reasons
phase5_v8_camera_mock_odom_dryrun_r01_20260925_153955_320,/home/robo25/Downloads/phase5_v8_camera_mock_odom_dryrun_r01_20260925_153955_320.tar.xz::phase5_v8_camera_mock_odom_dryrun_r01_20260925_153955_320,1,841,1,1,1,841,841,841,1,PASS,PASS,
