archive_filename,archive_path,size_bytes,sha256,tar_xz_status,archive_members,recording_sessions,metadata_sessions,detections_sessions,raw_video_sessions,complete_core_sessions,session_names,error
202609011435.tar.xz,/home/robo25/Downloads/recoding/202609011435.tar.xz,521780244,b0ecb964f7f7178aa48e09ba6da70196b61b75d02944d80b9df4b34d0ecc5ce9,PASS,60,10,10,10,10,10,approach_center_v0p10_r01_20260901_142324_230;approach_center_v0p10_r02_20260901_142401_291;approach_center_v0p10_r03_20260901_142434_429;approach_center_v0p20_r01_20260901_143052_426;approach_center_v0p20_r02_20260901_143130_004;approach_center_v0p20_r03_20260901_143206_639;approach_center_v0p20_r04_20260901_143249_502;retreat_center_v0p10_r01_20260901_142527_026;retreat_center_v0p10_r02_20260901_142605_934;retreat_center_v0p10_r03_20260901_142643_149,
