dataset_role,source,session,normalization_mode,threshold,reference_x_m,reference_z_m,reference_ground_distance_m,reference_raw_ground_distance_m,detected_observations,stable_inlier_observations,stable_inlier_accepted,stable_inlier_acceptance_rate,outlier_observations,outlier_rejected,outlier_rejection_rate,median_normalized_area,stable_acceptance_decision
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r01_20260818_164807_727,forward_z,1800.0,-0.020446470761478604,0.9915869047984798,0.9917976849813823,0.9941891594836759,834,834,834,1.0,0,0,nan,3279.1207068757108,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r01_20260818_164807_727,forward_z,2000.0,-0.020446470761478604,0.9915869047984798,0.9917976849813823,0.9941891594836759,834,834,834,1.0,0,0,nan,3279.1207068757108,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r01_20260818_164807_727,forward_z,2503.678448310634,-0.020446470761478604,0.9915869047984798,0.9917976849813823,0.9941891594836759,834,834,834,1.0,0,0,nan,3279.1207068757108,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r01_20260818_164807_727,calibrated_ground_distance,1800.0,-0.020446470761478604,0.9915869047984798,0.9917976849813823,0.9941891594836759,834,834,834,1.0,0,0,nan,3280.514930861322,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r01_20260818_164807_727,calibrated_ground_distance,2000.0,-0.020446470761478604,0.9915869047984798,0.9917976849813823,0.9941891594836759,834,834,834,1.0,0,0,nan,3280.514930861322,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r01_20260818_164807_727,calibrated_ground_distance,2503.678448310634,-0.020446470761478604,0.9915869047984798,0.9917976849813823,0.9941891594836759,834,834,834,1.0,0,0,nan,3280.514930861322,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r01_20260818_164807_727,raw_ground_distance,1800.0,-0.020446470761478604,0.9915869047984798,0.9917976849813823,0.9941891594836759,834,834,834,1.0,0,0,nan,3296.3543029242514,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r01_20260818_164807_727,raw_ground_distance,2000.0,-0.020446470761478604,0.9915869047984798,0.9917976849813823,0.9941891594836759,834,834,834,1.0,0,0,nan,3296.3543029242514,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r01_20260818_164807_727,raw_ground_distance,2503.678448310634,-0.020446470761478604,0.9915869047984798,0.9917976849813823,0.9941891594836759,834,834,834,1.0,0,0,nan,3296.3543029242514,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r02_20260818_164908_140,forward_z,1800.0,-0.020446470761478604,0.9916628902976083,0.9918736543330539,0.9941891594836759,815,815,815,1.0,0,0,nan,3163.0909438307917,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r02_20260818_164908_140,forward_z,2000.0,-0.020446470761478604,0.9916628902976083,0.9918736543330539,0.9941891594836759,815,815,815,1.0,0,0,nan,3163.0909438307917,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r02_20260818_164908_140,forward_z,2503.678448310634,-0.020446470761478604,0.9916628902976083,0.9918736543330539,0.9941891594836759,815,815,815,1.0,0,0,nan,3163.0909438307917,PASS
development,Experimental_results/2026-08-25_environment_shift_observation_replay.csv,static_center_z1p00_r02_20260818_164908_140,calibrated_ground_distance,1800.0,-0.020446470761478604,0.9916628902976083,0.9918736543330539,0.9941891594836759,815,815,815,1.0,0,0,nan,3164.4356279236604,PASS
