experiment_label,source,frames,detected_frames,measurement_accepted_frames,normalized_area_rejection_frames,measurement_acceptance_rate,median_x_m,median_z_m,median_area_px,median_normalized_area,normalized_area_threshold,median_normalized_area_to_threshold
static_center_z1p00_r01,/home/robo25/Downloads/recoding/recoding_08181700.tar.xz::static_center_z1p00_r01_20260818_164807_727,834,834,834,0,1.0,-0.0201,0.9788,3489.0,3343.6178706767655,2503.678448310634,1.335482147451037
static_center_z1p00_r02,/home/robo25/Downloads/recoding/recoding_08181700.tar.xz::static_center_z1p00_r02_20260818_164908_140,815,815,815,0,1.0,-0.0201,0.9788,3383.5,3244.0701016492894,2503.678448310634,1.2957215427716915
static_center_z1p00_r03,/home/robo25/Downloads/recoding/recoding_08181700.tar.xz::static_center_z1p00_r03_20260818_164956_525,878,878,878,0,1.0,-0.0201,0.9788,3382.5,3243.459038069398,2503.678448310634,1.2954774764538688
static_left_xm0p40_z1p00_r01,/home/robo25/Downloads/recoding/recoding_08181700.tar.xz::static_left_xm0p40_z1p00_r01_20260818_165339_551,529,529,0,529,0.0,-0.3411,0.9575,2372.0,2172.4669300527266,2503.678448310634,0.8677100414067176
static_none_r01,/home/robo25/Downloads/recoding/recoding_08181700.tar.xz::static_none_r01_20260818_164442_953,814,0,0,0,nan,nan,nan,nan,nan,2503.678448310634,nan
static_right_xp0p40_z1p00_r01,/home/robo25/Downloads/recoding/recoding_08181700.tar.xz::static_right_xp0p40_z1p00_r01_20260818_165227_107,559,559,559,0,1.0,0.323,1.0529,2490.5,2759.530527770521,2503.678448310634,1.1021904708380281
