archive_filename,archive_path,size_bytes,sha256,tar_xz_status,archive_members,recording_sessions,metadata_sessions,detections_sessions,raw_video_sessions,complete_core_sessions,session_names,error
202608261700.tar.xz,/home/robo25/Downloads/recoding/202608261700.tar.xz,87756252,839ae962a0002ad493b3928a597ef42264cca106b079ada9e591cb059e5acb19,PASS,12,2,2,2,2,2,x-0.3m_z0.9m_2_20260826_165456_775;x0.3m_z0.9m_2_20260826_165527_077,
