hsv_v_min,session,no_target,frames,detected_frames,detection_rate,median_area_px,median_fill_ratio,median_solidity,measurement_acceptance_rate,track_available_rate,stable_inlier_acceptance_rate,outlier_rejection_rate,max_abs_vz_mps,occlusion_events,events_track_expired,events_reacquired,decision
20,shield_z0.8m,0,338,220,0.650887573964497,5246.5,0.7986605533525595,0.9114990916449457,0.9363636363636364,0.650887573964497,0.9943181818181818,1.0,0.11795710772275925,2,2,2,PASS
20,shield_z1.0m,0,271,173,0.6383763837638377,3658.0,0.7568205128205128,0.8962927065665132,0.9479768786127167,0.6568265682656826,0.9927536231884058,1.0,0.19567593932151794,2,2,2,PASS
20,shield_z1.3m,0,231,132,0.5714285714285714,2321.0,0.7186342592592593,0.8740968128971351,0.9166666666666666,0.6017316017316018,0.967741935483871,1.0,0.3360747992992401,2,2,2,FAIL
30,shield_z0.8m,0,338,210,0.621301775147929,4758.75,0.7735119165781629,0.8918090022032782,0.9380952380952381,0.6242603550295858,0.9943181818181818,1.0,0.14138232171535492,2,2,2,PASS
30,shield_z1.0m,0,271,166,0.6125461254612546,3403.25,0.7740810341046875,0.9040744177961004,0.9397590361445783,0.6273062730627307,0.9927536231884058,1.0,0.20865213871002197,2,2,2,PASS
30,shield_z1.3m,0,231,120,0.5194805194805194,1588.75,0.6490976765170313,0.8180315822306339,0.7916666666666666,0.5238095238095238,0.9827586206896551,1.0,0.21154701709747314,2,2,2,PASS
