rule_id,experiment_label_glob,matched_trials,matched_labels,result,reasons
v0p10_no_false_warning,*,6,approach_center_v0p10_r01_20260818_172025_635;approach_center_v0p10_r02_20260818_172100_667;approach_center_v0p10_r03_20260818_172131_591;retreat_center_v0p10_r01_20260818_172222_468;retreat_center_v0p10_r02_20260818_172256_256;retreat_center_v0p10_r03_20260818_172320_984,PASS,
