rule_id,experiment_label_glob,min_trials,min_detection_rate,min_measurement_acceptance_rate,min_track_rate,min_odom_available_rate,max_position_error_m,max_mean_position_error_m
p0a_position_regression,*,7,1.0,0.98,0.98,0.95,0.08,0.05
