session,expected_x_m,expected_z_m,raw_x_m,raw_z_m,std_x_m,std_z_m,detected_samples,sampled_frames,detection_rate,estimated_x_m,estimated_z_m,error_x_m,error_z_m,position_error_m
holdout_xm0.22_z0.95,-0.22,0.95,-0.35542423686091695,0.9203741348711635,0.007709287897152303,0.001325066221097028,42,42,1.0,-0.19339157942386612,0.9203741348711635,0.026608420576133884,-0.02962586512883647,0.03982084793407134
holdout_xm0.22_z1.20,-0.22,1.2,-0.3536913162197225,1.1932513455634552,0.005356608154225269,0.0006227083591870004,37,37,1.0,-0.19233850305960232,1.1932513455634552,0.027661496940397684,-0.00674865443654471,0.028472842318383408
holdout_xp0.22_z0.95,0.22,0.95,0.32775352431853083,0.9599021290222574,0.005785939952578366,0.0030768094544333857,56,56,1.0,0.22176785476283212,0.9599021290222574,0.0017678547628321162,0.0099021290222574,0.010058701190307847
holdout_xp0.22_z1.20,0.22,1.2,0.32307718923396844,1.214958392683342,0.003407845307623238,0.002428499760420736,52,52,1.0,0.21892609857858128,1.214958392683342,-0.0010739014214187215,0.014958392683342092,0.014996892209120774
