process_accel_std_mps2,ttc_deadband_mps,experiment_label,source,motion,nominal_speed_mps,frames,track_frames,motion_frames,stable_response_delay_sec,steady_speed_mae_mps,ttc_active_rate,false_ttc_rate
1.5,0.07,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r03_20260901_143206_639,approach,0.2,402,233,132,0.6385079999999999,0.015954057300467013,0.8257575757575758,nan
1.5,0.07,approach_center_v0p20_r04,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r04_20260901_143249_502,approach,0.2,358,243,124,0.5501940000000003,0.02021527443863744,0.8629032258064516,nan
1.5,0.07,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r01_20260901_142527_026,retreat,0.1,574,574,274,2.938966999999999,0.007422575303899874,0.0,0.0
1.5,0.07,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r02_20260901_142605_934,retreat,0.1,687,687,302,2.939833,0.007766976118841286,0.0,0.0
1.5,0.07,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r03_20260901_142643_149,retreat,0.1,641,641,278,2.5990129999999994,0.006938095870245099,0.0,0.0
1.5,0.07,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r01_20260818_172025_635,approach,0.1,393,393,140,0.1970869999999998,0.009064771763892528,0.5714285714285714,nan
1.5,0.07,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r02_20260818_172100_667,approach,0.1,362,346,140,0.4771650000000003,0.011843940705478192,0.4785714285714286,nan
1.5,0.07,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r03_20260818_172131_591,approach,0.1,338,338,142,1.2369080000000006,0.006676582372001093,0.7394366197183099,nan
1.5,0.07,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r01_20260818_172222_468,retreat,0.1,338,338,144,2.0408600000000003,0.010680206917101337,0.0,0.0
1.5,0.07,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r02_20260818_172256_256,retreat,0.1,312,312,138,2.595027,0.010368373826630703,0.0,0.0
1.5,0.07,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r03_20260818_172320_984,retreat,0.1,311,311,132,1.4801060000000006,0.011217470179815158,0.0,0.0
1.5,0.07,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r01_20260818_173859_761,approach,0.2,362,362,126,0.5172340000000002,0.03287724840773477,0.8333333333333334,nan
1.5,0.07,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r02_20260818_173929_852,approach,0.2,369,369,140,0.19811999999999985,0.05200620191451377,0.7928571428571428,nan
1.5,0.07,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r03_20260818_173959_164,approach,0.2,346,346,138,0.23942300000000039,0.040781386377748495,0.8115942028985508,nan
1.5,0.07,hakonasi2,/home/robo25/Downloads/recoding/202608261630.tar.xz::hakonasi2_20260826_161833_613,static,,623,0,0,nan,nan,nan,0.0
1.5,0.07,timing_hakonasi_other_floor,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_hakonasi_other_floor_20260826_162320_203,static,,675,0,0,nan,nan,nan,0.0
1.5,0.07,timing_x0.0mz1.2m,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_20260826_162000_354,static,,646,646,0,nan,nan,nan,0.0
1.5,0.07,timing_x0.0mz1.2m_shahei,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_shahei_20260826_162058_939,static,,835,578,0,nan,nan,nan,0.0
3.0,0.03,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r01_20260901_142324_230,approach,0.1,615,606,282,0.44818599999999975,0.014456573977517229,0.8652482269503546,nan
3.0,0.03,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r02_20260901_142401_291,approach,0.1,536,536,282,0.3335460000000001,0.01609867860995848,0.8865248226950354,nan
3.0,0.03,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r03_20260901_142434_429,approach,0.1,517,430,276,0.5272509999999997,0.01977814940774502,0.8768115942028986,nan
3.0,0.03,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r01_20260901_143052_426,approach,0.2,425,261,124,0.5661330000000007,0.021279610870727925,0.9112903225806451,nan
3.0,0.03,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r02_20260901_143130_004,approach,0.2,416,249,122,0.19730800000000004,0.022274202571242057,0.9836065573770492,nan
3.0,0.03,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r03_20260901_143206_639,approach,0.2,402,233,132,0.19566899999999965,0.021223332747491924,0.9166666666666666,nan
3.0,0.03,approach_center_v0p20_r04,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r04_20260901_143249_502,approach,0.2,358,243,124,0.12225399999999986,0.02558067437351247,0.967741935483871,nan
3.0,0.03,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r01_20260901_142527_026,retreat,0.1,574,574,274,1.9651419999999993,0.00952204512743565,0.0,0.0
3.0,0.03,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r02_20260901_142605_934,retreat,0.1,687,687,302,1.963985,0.009289272984214822,0.0,0.0
3.0,0.03,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r03_20260901_142643_149,retreat,0.1,641,641,278,1.5697979999999996,0.008255748162273206,0.0,0.0
3.0,0.03,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r01_20260818_172025_635,approach,0.1,393,393,140,0.0,0.011437818012791872,0.9714285714285714,nan
3.0,0.03,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r02_20260818_172100_667,approach,0.1,362,346,140,0.4771650000000003,0.014852104835038555,0.8357142857142857,nan
3.0,0.03,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r03_20260818_172131_591,approach,0.1,338,338,142,0.03653200000000023,0.008868194564145717,0.9929577464788732,nan
3.0,0.03,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r01_20260818_172222_468,retreat,0.1,338,338,144,0.07973799999999986,0.010247905556812252,0.0,0.0
3.0,0.03,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r02_20260818_172256_256,retreat,0.1,312,312,138,0.3183569999999998,0.010004951243793787,0.0,0.0
3.0,0.03,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r03_20260818_172320_984,retreat,0.1,311,311,132,0.7200320000000002,0.011165357755741429,0.0,0.0
3.0,0.03,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r01_20260818_173859_761,approach,0.2,362,362,126,0.39662099999999967,0.037527210799342396,0.8492063492063492,nan
3.0,0.03,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r02_20260818_173929_852,approach,0.2,369,369,140,0.0,0.05467611727114554,0.8214285714285714,nan
3.0,0.03,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r03_20260818_173959_164,approach,0.2,346,346,138,0.12222600000000039,0.04663921705620178,0.8333333333333334,nan
3.0,0.03,hakonasi2,/home/robo25/Downloads/recoding/202608261630.tar.xz::hakonasi2_20260826_161833_613,static,,623,0,0,nan,nan,nan,0.0
3.0,0.03,timing_hakonasi_other_floor,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_hakonasi_other_floor_20260826_162320_203,static,,675,0,0,nan,nan,nan,0.0
3.0,0.03,timing_x0.0mz1.2m,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_20260826_162000_354,static,,646,646,0,nan,nan,nan,0.0
3.0,0.03,timing_x0.0mz1.2m_shahei,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_shahei_20260826_162058_939,static,,835,578,0,nan,nan,nan,0.0
3.0,0.05,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r01_20260901_142324_230,approach,0.1,615,606,282,0.44818599999999975,0.014456573977517229,0.8085106382978723,nan
3.0,0.05,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r02_20260901_142401_291,approach,0.1,536,536,282,0.9399690000000005,0.01619055568309316,0.7978723404255319,nan
3.0,0.05,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r03_20260901_142434_429,approach,0.1,517,430,276,0.8690049999999996,0.019631312463568105,0.7137681159420289,nan
3.0,0.05,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r01_20260901_143052_426,approach,0.2,425,261,124,0.5989390000000006,0.02055867216009966,0.9032258064516129,nan
3.0,0.05,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r02_20260901_143130_004,approach,0.2,416,249,122,0.43571300000000024,0.01866911976587667,0.9508196721311475,nan
3.0,0.05,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r03_20260901_143206_639,approach,0.2,402,233,132,0.4701719999999998,0.017117044671460205,0.8939393939393939,nan
3.0,0.05,approach_center_v0p20_r04,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r04_20260901_143249_502,approach,0.2,358,243,124,0.15496199999999982,0.025393085920383952,0.9112903225806451,nan
3.0,0.05,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r01_20260901_142527_026,retreat,0.1,574,574,274,2.0058859999999994,0.009442445202462308,0.0,0.0
3.0,0.05,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r02_20260901_142605_934,retreat,0.1,687,687,302,1.996804,0.009206758514367893,0.0,0.0
3.0,0.05,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r03_20260901_142643_149,retreat,0.1,641,641,278,1.5697979999999996,0.008255748162273206,0.0,0.0
3.0,0.05,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r01_20260818_172025_635,approach,0.1,393,393,140,0.0,0.011437818012791872,0.9142857142857143,nan
3.0,0.05,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r02_20260818_172100_667,approach,0.1,362,346,140,0.4771650000000003,0.014852104835038555,0.7357142857142858,nan
3.0,0.05,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r03_20260818_172131_591,approach,0.1,338,338,142,0.4784960000000007,0.008647290659557369,0.9295774647887324,nan
3.0,0.05,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r01_20260818_172222_468,retreat,0.1,338,338,144,0.43986699999999956,0.009935576079202773,0.0,0.0
3.0,0.05,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r02_20260818_172256_256,retreat,0.1,312,312,138,0.594862,0.0097910940968934,0.0,0.0
3.0,0.05,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r03_20260818_172320_984,retreat,0.1,311,311,132,0.7200320000000002,0.011165357755741429,0.0,0.0
3.0,0.05,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r01_20260818_173859_761,approach,0.2,362,362,126,0.4717640000000003,0.03620142202366813,0.8333333333333334,nan
3.0,0.05,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r02_20260818_173929_852,approach,0.2,369,369,140,0.03345399999999987,0.05429632350319281,0.8142857142857143,nan
3.0,0.05,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r03_20260818_173959_164,approach,0.2,346,346,138,0.16051600000000033,0.04640138189320122,0.8188405797101449,nan
3.0,0.05,hakonasi2,/home/robo25/Downloads/recoding/202608261630.tar.xz::hakonasi2_20260826_161833_613,static,,623,0,0,nan,nan,nan,0.0
3.0,0.05,timing_hakonasi_other_floor,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_hakonasi_other_floor_20260826_162320_203,static,,675,0,0,nan,nan,nan,0.0
3.0,0.05,timing_x0.0mz1.2m,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_20260826_162000_354,static,,646,646,0,nan,nan,nan,0.0
3.0,0.05,timing_x0.0mz1.2m_shahei,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_shahei_20260826_162058_939,static,,835,578,0,nan,nan,nan,0.0
3.0,0.07,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r01_20260901_142324_230,approach,0.1,615,606,282,1.4881989999999998,0.014876819668725597,0.5177304964539007,nan
3.0,0.07,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r02_20260901_142401_291,approach,0.1,536,536,282,1.9702400000000004,0.01742184165874662,0.5531914893617021,nan
3.0,0.07,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r03_20260901_142434_429,approach,0.1,517,430,276,2.690633,0.021472237832014712,0.48188405797101447,nan
3.0,0.07,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r01_20260901_143052_426,approach,0.2,425,261,124,0.8100700000000005,0.016547291816248085,0.8548387096774194,nan
3.0,0.07,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r02_20260901_143130_004,approach,0.2,416,249,122,0.5979950000000005,0.01590581280342738,0.8852459016393442,nan
3.0,0.07,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r03_20260901_143206_639,approach,0.2,402,233,132,0.6058839999999996,0.015053143343739077,0.8333333333333334,nan
3.0,0.07,approach_center_v0p20_r04,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r04_20260901_143249_502,approach,0.2,358,243,124,0.517207,0.019749764343671226,0.8709677419354839,nan
3.0,0.07,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r01_20260901_142527_026,retreat,0.1,574,574,274,2.900391999999999,0.008636603762704899,0.0,0.0
3.0,0.07,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r02_20260901_142605_934,retreat,0.1,687,687,302,2.034098,0.009223954904878323,0.0,0.0
3.0,0.07,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r03_20260901_142643_149,retreat,0.1,641,641,278,2.336684,0.008023800065370134,0.0,0.0
3.0,0.07,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r01_20260818_172025_635,approach,0.1,393,393,140,0.03996300000000019,0.011483784690501021,0.6214285714285714,nan
3.0,0.07,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r02_20260818_172100_667,approach,0.1,362,346,140,0.4771650000000003,0.014852104835038555,0.4857142857142857,nan
3.0,0.07,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r03_20260818_172131_591,approach,0.1,338,338,142,1.0767550000000004,0.008482484456635703,0.7253521126760564,nan
3.0,0.07,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r01_20260818_172222_468,retreat,0.1,338,338,144,1.9206380000000003,0.012346205661591142,0.0,0.0
3.0,0.07,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r02_20260818_172256_256,retreat,0.1,312,312,138,2.5152720000000004,0.0118570372829226,0.0,0.0
3.0,0.07,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r03_20260818_172320_984,retreat,0.1,311,311,132,1.3226740000000006,0.012123208730566609,0.0,0.0
3.0,0.07,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r01_20260818_173859_761,approach,0.2,362,362,126,0.5172340000000002,0.03589217163537914,0.8174603174603174,nan
3.0,0.07,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r02_20260818_173929_852,approach,0.2,369,369,140,0.07188499999999998,0.05413897714175219,0.7642857142857142,nan
3.0,0.07,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r03_20260818_173959_164,approach,0.2,346,346,138,0.16051600000000033,0.04640138189320122,0.782608695652174,nan
3.0,0.07,hakonasi2,/home/robo25/Downloads/recoding/202608261630.tar.xz::hakonasi2_20260826_161833_613,static,,623,0,0,nan,nan,nan,0.0
3.0,0.07,timing_hakonasi_other_floor,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_hakonasi_other_floor_20260826_162320_203,static,,675,0,0,nan,nan,nan,0.0
3.0,0.07,timing_x0.0mz1.2m,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_20260826_162000_354,static,,646,646,0,nan,nan,nan,0.0
3.0,0.07,timing_x0.0mz1.2m_shahei,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_shahei_20260826_162058_939,static,,835,578,0,nan,nan,nan,0.0
6.0,0.03,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r01_20260901_142324_230,approach,0.1,615,606,282,0.44818599999999975,0.01700664916955315,0.8368794326241135,nan
6.0,0.03,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r02_20260901_142401_291,approach,0.1,536,536,282,0.3335460000000001,0.018006622492375023,0.8900709219858156,nan
6.0,0.03,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r03_20260901_142434_429,approach,0.1,517,430,276,0.7243199999999996,0.02180467524773002,0.8768115942028986,nan
6.0,0.03,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r01_20260901_143052_426,approach,0.2,425,261,124,0.5989390000000006,0.021461743903794458,0.9032258064516129,nan
6.0,0.03,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r02_20260901_143130_004,approach,0.2,416,249,122,0.4015150000000003,0.01752440757735518,0.9672131147540983,nan
6.0,0.03,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r03_20260901_143206_639,approach,0.2,402,233,132,0.42899200000000004,0.016162455702974875,0.9015151515151515,nan
6.0,0.03,approach_center_v0p20_r04,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r04_20260901_143249_502,approach,0.2,358,243,124,0.06091699999999989,0.022346672156066682,0.9838709677419355,nan
6.0,0.03,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r01_20260901_142527_026,retreat,0.1,574,574,274,1.565048,0.013140946527065623,0.0,0.0
6.0,0.03,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r02_20260901_142605_934,retreat,0.1,687,687,302,1.963985,0.010213758528388584,0.0,0.0
6.0,0.03,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r03_20260901_142643_149,retreat,0.1,641,641,278,1.5697979999999996,0.009693163105507949,0.0,0.0
6.0,0.03,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r01_20260818_172025_635,approach,0.1,393,393,140,0.0,0.014859166911784027,0.9285714285714286,nan
6.0,0.03,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r02_20260818_172100_667,approach,0.1,362,346,140,0.0,0.01911475005810299,0.8,nan
6.0,0.03,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r03_20260818_172131_591,approach,0.1,338,338,142,0.03653200000000023,0.012043546026488567,0.9929577464788732,nan
6.0,0.03,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r01_20260818_172222_468,retreat,0.1,338,338,144,0.07973799999999986,0.014158780023334731,0.0,0.0
6.0,0.03,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r02_20260818_172256_256,retreat,0.1,312,312,138,0.3183569999999998,0.013890212030156335,0.0,0.0
6.0,0.03,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r03_20260818_172320_984,retreat,0.1,311,311,132,0.7200320000000002,0.01482172850079385,0.0,0.0
6.0,0.03,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r01_20260818_173859_761,approach,0.2,362,362,126,0.5172340000000002,0.03795440978327826,0.8174603174603174,nan
6.0,0.03,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r02_20260818_173929_852,approach,0.2,369,369,140,0.0,0.05749766850316707,0.8071428571428572,nan
6.0,0.03,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/recoding_08181740.tar.xz::approach_center_v0p20_r03_20260818_173959_164,approach,0.2,346,346,138,0.12222600000000039,0.048488848395994086,0.8260869565217391,nan
6.0,0.03,hakonasi2,/home/robo25/Downloads/recoding/202608261630.tar.xz::hakonasi2_20260826_161833_613,static,,623,0,0,nan,nan,nan,0.0
6.0,0.03,timing_hakonasi_other_floor,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_hakonasi_other_floor_20260826_162320_203,static,,675,0,0,nan,nan,nan,0.0
6.0,0.03,timing_x0.0mz1.2m,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_20260826_162000_354,static,,646,646,0,nan,nan,nan,0.0
6.0,0.03,timing_x0.0mz1.2m_shahei,/home/robo25/Downloads/recoding/202608261630.tar.xz::timing_x0.0mz1.2m_shahei_20260826_162058_939,static,,835,578,0,nan,nan,nan,0.0
6.0,0.05,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r01_20260901_142324_230,approach,0.1,615,606,282,0.44818599999999975,0.01700664916955315,0.7695035460992907,nan
6.0,0.05,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r02_20260901_142401_291,approach,0.1,536,536,282,0.7990960000000005,0.01802549180913953,0.75177304964539,nan
6.0,0.05,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p10_r03_20260901_142434_429,approach,0.1,517,430,276,0.8690049999999996,0.02178554520848515,0.6956521739130435,nan
6.0,0.05,approach_center_v0p20_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r01_20260901_143052_426,approach,0.2,425,261,124,0.5989390000000006,0.021461743903794458,0.9032258064516129,nan
6.0,0.05,approach_center_v0p20_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r02_20260901_143130_004,approach,0.2,416,249,122,0.43571300000000024,0.01668611945924295,0.9590163934426229,nan
6.0,0.05,approach_center_v0p20_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r03_20260901_143206_639,approach,0.2,402,233,132,0.4701719999999998,0.015323148108812802,0.8863636363636364,nan
6.0,0.05,approach_center_v0p20_r04,/home/robo25/Downloads/recoding/202609011435.tar.xz::approach_center_v0p20_r04_20260901_143249_502,approach,0.2,358,243,124,0.12225399999999986,0.022364460730183125,0.967741935483871,nan
6.0,0.05,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r01_20260901_142527_026,retreat,0.1,574,574,274,1.9651419999999993,0.011388247155064425,0.0,0.0
6.0,0.05,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r02_20260901_142605_934,retreat,0.1,687,687,302,1.963985,0.010213758528388584,0.0,0.0
6.0,0.05,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/202609011435.tar.xz::retreat_center_v0p10_r03_20260901_142643_149,retreat,0.1,641,641,278,1.5697979999999996,0.009693163105507949,0.0,0.0
6.0,0.05,approach_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r01_20260818_172025_635,approach,0.1,393,393,140,0.0,0.014859166911784027,0.8357142857142857,nan
6.0,0.05,approach_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r02_20260818_172100_667,approach,0.1,362,346,140,0.4771650000000003,0.019224273864348388,0.6642857142857143,nan
6.0,0.05,approach_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::approach_center_v0p10_r03_20260818_172131_591,approach,0.1,338,338,142,0.9579150000000007,0.011526705797451157,0.9295774647887324,nan
6.0,0.05,retreat_center_v0p10_r01,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r01_20260818_172222_468,retreat,0.1,338,338,144,0.43986699999999956,0.013994851373547898,0.0,0.0
6.0,0.05,retreat_center_v0p10_r02,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r02_20260818_172256_256,retreat,0.1,312,312,138,0.594862,0.013926049234276682,0.0,0.0
6.0,0.05,retreat_center_v0p10_r03,/home/robo25/Downloads/recoding/recoding_08181725.tar.xz::retreat_center_v0p10_r03_20260818_172320_984,retreat,0.1,311,311,132,0.7200320000000002,0.01482172850079385,0.0,0.0
