session,source,required_files_complete,csv_frames,frame_sequence_ok,timestamps_monotonic,time_alias_ok,raw_frames,bev_frames,detection_frames,video_counts_match,processing_timing_status,decision,reasons
phase5_camera_mock_odom_dryrun_r02_20260917_145834_900,/home/robo25/Downloads/202609171524.tar.xz::phase5_camera_mock_odom_dryrun_r02_20260917_145834_900,1,1035,1,1,1,1035,1035,1035,1,PASS,PASS,
