experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,motion_detection_rate,measurement_acceptance_rate,motion_measurement_acceptance_rate,track_rate,motion_track_rate,odom_available_rate,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,warning_hold_rate,unknown_rate,critical_rate,warning_or_critical_frames,critical_frames
phase5_challenge_reception_diag_r01,/home/robo25/Downloads/phase5_challenge_reception_diag_r01_20260924_161045_968.tar.xz::phase5_challenge_reception_diag_r01_20260924_161045_968,912,30.832536,29.546710007895555,0.0,0.0,nan,nan,0.0,0.0,0.5712719298245614,28,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0
