archive_filename,archive_path,size_bytes,sha256,tar_xz_status,archive_members,recording_sessions,metadata_sessions,detections_sessions,raw_video_sessions,complete_core_sessions,session_names,error
202609031610.tar.xz,/home/robo25/Downloads/recoding/202609031610.tar.xz,110733032,8d1b8e0bc59f4a07f47ccab715ac3c38aea573acd1a59b707664ce40c54310cf,PASS,18,3,3,3,3,3,approach_center_v0p20_r01_20260903_160831_889;approach_center_v0p20_r02_20260903_161123_582;approach_center_v0p20_r03_20260903_161200_952,
