rule_id,experiment_label_glob,matched_trials,matched_labels,result,reasons
v0p20_approach_warning,approach_center_v0p20_r0[1-3]*,3,approach_center_v0p20_r01;approach_center_v0p20_r02;approach_center_v0p20_r03,PASS,
