rule_id,experiment_label_glob,min_trials,min_detection_rate,min_track_rate,max_warning_or_critical_rate,max_ttc_active_rate,min_odom_available_rate
v0p20_approach_warning,approach_center_v0p20_r0[1-3]*,3,0.98,,,,0.95
