receive_monotonic_sec,elapsed_sec,stamp_sec,has_sequence,sequence,source,output_mode,action,command_active,output_active,requested_magnitude,applied_magnitude,pattern,reason,fault
4537.871557358,5.03109434199996,1789552047.930628,1,0,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.060979,1
4537.903795179,5.063332162999359,1789552047.962544,1,1,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063469,1
4537.937361204,5.096898187999614,1789552047.9965916,1,2,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063701,1
4537.971362477,5.130899460999899,1789552048.030544,1,3,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063939,1
4538.004797878,5.1643348620000324,1789552048.064471,1,4,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063938,1
4538.039794768,5.199331752000035,1789552048.0988085,1,5,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063348,1
4538.073120739,5.232657722999647,1789552048.1324725,1,6,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063693,1
4538.106402689,5.265939672999593,1789552048.1661344,1,7,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063920,1
4538.140469248,5.30000623199976,1789552048.2001052,1,8,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063908,1
4538.175630177,5.335167160999845,1789552048.2348347,1,9,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063631,1
4538.2099541,5.369491083999492,1789552048.2689545,1,10,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063784,1
4538.243938269,5.4034752529996695,1789552048.3032057,1,11,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063820,1
4538.279438007,5.438974990999668,1789552048.3376606,1,12,bird_eye,dry_run,stop,0,0,0.0,0.0,0,invalid_request:future_message:age=-0.063573,1
