experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,motion_detection_rate,measurement_acceptance_rate,motion_measurement_acceptance_rate,track_rate,motion_track_rate,odom_available_rate,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,warning_hold_rate,unknown_rate,critical_rate,warning_or_critical_frames,critical_frames
phase5_camera_mock_odom_dryrun_r05,/home/robo25/Downloads/202609171656.tar.xz::phase5_camera_mock_odom_dryrun_r05_20260917_165237_413,774,25.795112,29.966917763334386,1.0,1.0,1.0,1.0,1.0,1.0,0.6989664082687338,123,1.0,0.0,0.15891472868217055,1.0,4.418585777282715,9.992903422532127e-05,0.15891472868217055,0.15891472868217055,0.0,0.0,0.0,123,0
