topic,bag_time_jst,header_time_jst,sequence,linear_x_mps,risk_level,active,output_mode,action,output_active,requested_magnitude,applied_magnitude,fault,reason
/collision/ffb_command,2026-09-17T16:52:14.449+09:00,2026-09-17T16:52:14.506+09:00,192,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.480+09:00,2026-09-17T16:52:14.539+09:00,193,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.523+09:00,2026-09-17T16:52:14.580+09:00,194,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.557+09:00,2026-09-17T16:52:14.613+09:00,195,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.584+09:00,2026-09-17T16:52:14.642+09:00,196,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.616+09:00,2026-09-17T16:52:14.675+09:00,197,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.654+09:00,2026-09-17T16:52:14.713+09:00,198,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.703+09:00,2026-09-17T16:52:14.743+09:00,199,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.718+09:00,2026-09-17T16:52:14.776+09:00,200,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.754+09:00,2026-09-17T16:52:14.812+09:00,201,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.791+09:00,2026-09-17T16:52:14.849+09:00,202,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.818+09:00,2026-09-17T16:52:14.876+09:00,203,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.854+09:00,2026-09-17T16:52:14.912+09:00,204,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.884+09:00,2026-09-17T16:52:14.942+09:00,205,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.924+09:00,2026-09-17T16:52:14.982+09:00,206,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.949+09:00,2026-09-17T16:52:15.006+09:00,207,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:14.984+09:00,2026-09-17T16:52:15.043+09:00,208,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.018+09:00,2026-09-17T16:52:15.077+09:00,209,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.050+09:00,2026-09-17T16:52:15.108+09:00,210,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.085+09:00,2026-09-17T16:52:15.143+09:00,211,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.117+09:00,2026-09-17T16:52:15.174+09:00,212,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.151+09:00,2026-09-17T16:52:15.209+09:00,213,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.190+09:00,2026-09-17T16:52:15.246+09:00,214,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.217+09:00,2026-09-17T16:52:15.274+09:00,215,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.251+09:00,2026-09-17T16:52:15.310+09:00,216,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.286+09:00,2026-09-17T16:52:15.343+09:00,217,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:52:15.319+09:00,2026-09-17T16:52:15.375+09:00,218,,0,False,,,,0.0,,,no_alert
