topic,bag_time_jst,header_time_jst,sequence,linear_x_mps,risk_level,active,output_mode,action,output_active,requested_magnitude,applied_magnitude,fault,reason
/collision/ffb_command,2026-09-17T16:10:06.754+09:00,2026-09-17T16:10:06.773+09:00,4724,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:06.792+09:00,2026-09-17T16:10:06.808+09:00,4725,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:06.821+09:00,2026-09-17T16:10:06.840+09:00,4726,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:06.856+09:00,2026-09-17T16:10:06.876+09:00,4727,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:06.892+09:00,2026-09-17T16:10:06.907+09:00,4728,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:06.919+09:00,2026-09-17T16:10:06.940+09:00,4729,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:06.952+09:00,2026-09-17T16:10:06.973+09:00,4730,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:06.993+09:00,2026-09-17T16:10:07.013+09:00,4731,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.032+09:00,2026-09-17T16:10:07.053+09:00,4732,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.054+09:00,2026-09-17T16:10:07.073+09:00,4733,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.089+09:00,2026-09-17T16:10:07.108+09:00,4734,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.119+09:00,2026-09-17T16:10:07.138+09:00,4735,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.152+09:00,2026-09-17T16:10:07.173+09:00,4736,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.189+09:00,2026-09-17T16:10:07.206+09:00,4737,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.219+09:00,2026-09-17T16:10:07.240+09:00,4738,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:07.252+09:00,2026-09-17T16:10:07.273+09:00,4739,,0,False,,,,0.0,,,no_alert
