topic,bag_time_jst,header_time_jst,sequence,linear_x_mps,risk_level,active,output_mode,action,output_active,requested_magnitude,applied_magnitude,fault,reason
/collision/ffb_command,2026-09-17T14:56:32.458+09:00,2026-09-17T14:56:32.545+09:00,716,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:32.668+09:00,2026-09-17T14:56:32.655+09:00,717,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:32.680+09:00,2026-09-17T14:56:32.764+09:00,718,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:32.789+09:00,2026-09-17T14:56:32.874+09:00,719,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:32.897+09:00,2026-09-17T14:56:32.983+09:00,720,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.010+09:00,2026-09-17T14:56:33.097+09:00,721,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.120+09:00,2026-09-17T14:56:33.207+09:00,722,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.229+09:00,2026-09-17T14:56:33.315+09:00,723,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.340+09:00,2026-09-17T14:56:33.427+09:00,724,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.446+09:00,2026-09-17T14:56:33.533+09:00,725,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.554+09:00,2026-09-17T14:56:33.641+09:00,726,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.668+09:00,2026-09-17T14:56:33.755+09:00,727,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.771+09:00,2026-09-17T14:56:33.858+09:00,728,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.887+09:00,2026-09-17T14:56:33.974+09:00,729,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:33.996+09:00,2026-09-17T14:56:34.083+09:00,730,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:34.109+09:00,2026-09-17T14:56:34.196+09:00,731,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:34.217+09:00,2026-09-17T14:56:34.304+09:00,732,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:34.328+09:00,2026-09-17T14:56:34.415+09:00,733,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:34.439+09:00,2026-09-17T14:56:34.526+09:00,734,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:34.549+09:00,2026-09-17T14:56:34.636+09:00,735,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:34.657+09:00,2026-09-17T14:56:34.743+09:00,736,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:34.769+09:00,2026-09-17T14:56:34.856+09:00,737,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:34.878+09:00,2026-09-17T14:56:34.965+09:00,738,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:34.988+09:00,2026-09-17T14:56:35.075+09:00,739,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:35.098+09:00,2026-09-17T14:56:35.185+09:00,740,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T14:56:35.210+09:00,2026-09-17T14:56:35.297+09:00,741,,0,False,,,,0.0,,,no_alert
