session,source,required_files_complete,csv_frames,frame_sequence_ok,timestamps_monotonic,time_alias_ok,raw_frames,bev_frames,detection_frames,video_counts_match,processing_timing_status,decision,reasons
approach_center_v0p20_r01_20260903_153413_843,/home/robo25/Downloads/202609031545.tar.xz::approach_center_v0p20_r01_20260903_153413_843,1,499,1,1,1,499,499,499,1,PASS,PASS,
approach_center_v0p20_r02_20260903_154255_459,/home/robo25/Downloads/202609031545.tar.xz::approach_center_v0p20_r02_20260903_154255_459,1,518,1,1,1,518,518,518,1,PASS,PASS,
approach_center_v0p20_r03_20260903_154331_538,/home/robo25/Downloads/202609031545.tar.xz::approach_center_v0p20_r03_20260903_154331_538,1,501,1,1,1,501,501,501,1,PASS,PASS,
retreat_center_v0p10_r01_20260903_154413_782,/home/robo25/Downloads/202609031545.tar.xz::retreat_center_v0p10_r01_20260903_154413_782,1,599,1,1,1,599,599,599,1,PASS,PASS,
static_center_ttc_r01_20260903_153206_220,/home/robo25/Downloads/202609031545.tar.xz::static_center_ttc_r01_20260903_153206_220,1,448,1,1,1,448,448,448,1,PASS,PASS,
