session,experiment_label,expected_motion,nominal_speed_mps,frames,motion_frames,accuracy_interval_frames,detection_rate,track_rate,motion_track_rate,odom_available_rate,configured_velocity_source,velocity_source_match_rate,odom_speed_p90_mps,nominal_speed_error_mps,nominal_speed_error_limit_mps,abs_odom_angular_p95_radps,median_abs_odom_speed_mps,speed_mae_limit_mps,direction_correct_rate,direction_response_delay_sec,steady_direction_correct_rate,relative_speed_mae_mps,ttc_expected_frames,ttc_active_rate,ttc_activation_delay_sec,raw_vz_activation_delay_sec,smoothed_vz_activation_delay_sec,smoothing_added_activation_delay_sec,raw_vz_stable_activation_delay_sec,smoothed_vz_stable_activation_delay_sec,false_ttc_rate,raw_warning_frames,confirmable_warning_frames,longest_raw_warning_run_frames,longest_confirmable_warning_run_frames,raw_warning_track_unavailable_frames,raw_warning_track_predicted_frames,raw_warning_measurement_rejected_frames,raw_warning_calibration_invalid_frames,raw_warning_not_forward_frames,minimum_ttc_threshold_for_confirmation_sec,filtered_warning_frames,warning_hold_frames,unknown_frames,first_raw_warning_ttc_sec,first_raw_warning_z_m,warning_feasibility_margin_sec,maximum_warning_entry_delay_sec,path_while_forward_after_warning_frames,critical_frames,final_state,decision,reasons
approach_center_v0p20_r01_20260903_153413_843,approach_center_v0p20_r01_20260903_153413_843,approach,0.2,499,222,222,1.0,1.0,1.0,1.0,conservative,1.0,0.08316,0.11684000000000001,0.04000000000000001,0.032381,0.074631,0.03,1.0,0.0,1.0,3.294504312430687e-06,222,1.0,0.0,0.39990499999999995,0.0,0.0,0.39990499999999995,0.0,0.0,0,0,0,0,0,0,0,0,0,8.02876701675438,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,FAIL,nominal_speed_error_mps=0.11684000000000001 > 0.04000000000000001; filtered_warning_frames=0.0 < 1; first_raw_warning_ttc_sec=nan < 4.0; first_raw_warning_ttc_sec=nan > 4.6; first_raw_warning_z_m=nan < 0.65; maximum_warning_entry_delay_sec=nan > 0.15
approach_center_v0p20_r02_20260903_154255_459,approach_center_v0p20_r02_20260903_154255_459,approach,0.2,518,212,212,1.0,1.0,1.0,1.0,conservative,1.0,0.085292,0.114708,0.04000000000000001,0.032381,0.072498,0.03,1.0,0.0,1.0,3.916410811333623e-06,212,1.0,0.0,0.30622300000000013,0.0,0.0,0.30622300000000013,0.0,0.0,0,0,0,0,0,0,0,0,0,8.183142440307458,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,FAIL,nominal_speed_error_mps=0.114708 > 0.04000000000000001; filtered_warning_frames=0.0 < 1; first_raw_warning_ttc_sec=nan < 4.0; first_raw_warning_ttc_sec=nan > 4.6; first_raw_warning_z_m=nan < 0.65; maximum_warning_entry_delay_sec=nan > 0.15
approach_center_v0p20_r03_20260903_154331_538,approach_center_v0p20_r03_20260903_154331_538,approach,0.2,501,216,216,1.0,1.0,1.0,1.0,conservative,1.0,0.08316,0.11684000000000001,0.04000000000000001,0.032381,0.072498,0.03,1.0,0.0,1.0,1.4957603758306003e-05,216,1.0,0.0,0.36106799999999994,0.0,0.0,0.36106799999999994,0.0,0.0,0,0,0,0,0,0,0,0,0,7.769778176424968,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,FAIL,nominal_speed_error_mps=0.11684000000000001 > 0.04000000000000001; filtered_warning_frames=0.0 < 1; first_raw_warning_ttc_sec=nan < 4.0; first_raw_warning_ttc_sec=nan > 4.6; first_raw_warning_z_m=nan < 0.65; maximum_warning_entry_delay_sec=nan > 0.15
retreat_center_v0p10_r01_20260903_154413_782,retreat_center_v0p10_r01_20260903_154413_782,retreat,0.1,599,204,204,1.0,1.0,1.0,1.0,conservative,1.0,0.085292,0.014707999999999999,0.025,0.032381,0.074631,0.03,1.0,0.0,1.0,0.01715790329318148,0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,0,,,0.5374999999999996,nan,0,0,CLEAR,PASS,
