archive_filename,archive_path,size_bytes,sha256,tar_xz_status,archive_members,recording_sessions,metadata_sessions,detections_sessions,raw_video_sessions,complete_core_sessions,session_names,error
202609031545.tar.xz,/home/robo25/Downloads/202609031545.tar.xz,255103600,f6acc155ca993fa7c1c3efa40ce25b2593fd0e2a4216de85917041748bec68dd,PASS,30,5,5,5,5,5,approach_center_v0p20_r01_20260903_153413_843;approach_center_v0p20_r02_20260903_154255_459;approach_center_v0p20_r03_20260903_154331_538;retreat_center_v0p10_r01_20260903_154413_782;static_center_ttc_r01_20260903_153206_220,
