experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,measurement_acceptance_rate,track_rate,odom_available_rate,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,critical_rate,warning_or_critical_frames,critical_frames
odom_corrected_dryrun,/home/hsr/Downloads/recoding/odom_corrected_dryrun_20260818_160424_040,990,39.556713,25.00207739707796,0.05353535353535353,0.0,0.0,1.0,132,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0,0
