experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,motion_detection_rate,measurement_acceptance_rate,motion_measurement_acceptance_rate,track_rate,motion_track_rate,odom_available_rate,odom_callback_count_delta,challenge_callback_count_delta,challenge_age_p95_sec,challenge_age_max_sec,ffb_publish_success_rate,ffb_challenge_unavailable_frames,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,warning_hold_rate,unknown_rate,critical_rate,warning_or_critical_frames,critical_frames
phase5_v9_camera_unknown_dryrun_r01,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,1483,50.565239,29.308671911943303,0.5590020229265004,1.0,0.9975874547647768,1.0,0.5623735670937289,1.0,0.5165205664194201,739.0,2387.0,0.02661719990001061,0.20578377899983025,0.9298718813216453,104,182,1.0,0.0,0.12339851652056642,1.0,3.623399257659912,0.00010449519733807194,0.21942446043165467,0.12339851652056642,0.0,0.0,0.0,183,0
