session,experiment_label,risk_source,velocity_source,ttc_profile,frames,active_frames,active_rate,warning_frames,warning_hold_frames,critical_frames,unknown_frames,peak_normalized_magnitude,mean_normalized_magnitude,activation_events
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,profile_replay,conservative,/home/robo25/theta_ws/RICHO-theta/src/dynamic_ttc_evaluation_profile_v5_candidate.json,1483,183,0.12339851652056642,183,0,0,0,0.25,0.030849629130141606,1
