session,session_path,frame,time_sec,occlusion_event,phase_label,detected,source_pixel_x,source_pixel_y,raw_x_m,raw_z_m,raw_distance_m,x_m,z_m,distance_m,area_px,contact_samples,bbox_width_px,bbox_height_px,bbox_aspect_ratio,bbox_fill_ratio,contour_solidity,measurement_available,measurement_accepted,rejection_reason,predicted_x_m,predicted_z_m,innovation_x_m,innovation_z_m,innovation_cov_xx,innovation_cov_xz,innovation_cov_zz,nis,track_available,track_predicted,filtered_x_m,filtered_z_m,filtered_distance_m,relative_vx_mps,relative_vz_mps,missing_age_sec
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,0,0.0,,,1,333.5,441.0,0.057781084630364986,0.9095435964844639,0.9113770940982414,0.05770864254046385,0.9095435964844639,0.9113725041550005,4219.5,20,64,75,0.8533333333333334,0.8790625,0.955394543190309,True,True,initialized,,,,,,,,,1,0,0.05770864337682724,0.9095435738563538,0.9113724816252585,0.0,0.0,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,1,0.03333333333333333,,,1,333.5,441.0,0.057781084630364986,0.9075283527708202,0.9093659136035284,0.05770864254046385,0.9075283527708202,0.9093613135089822,4169.0,20,62,75,0.8266666666666667,0.8965591397849463,0.973155929038282,True,True,accepted,0.05770864337682724,0.9095435738563538,0.0,-0.002015233039855957,0.0020784721709787846,0.0,0.0020784721709787846,0.001953918021172285,1,0,0.05770864337682724,0.9084009528160095,0.9102321564290221,0.0,-0.008120184764266014,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,2,0.06666666666666667,,,1,333.5,441.0,0.057781084630364986,0.9095435964844639,0.9113770940982414,0.05770864254046385,0.9095435964844639,0.9113725041550005,4121.5,20,64,74,0.8648648648648649,0.8702491554054054,0.9583769329147773,True,True,accepted,0.05770864337682724,0.9081302881240845,0.0,0.0014132857322692871,0.001895808964036405,0.0,0.001895808964036405,0.001053574844263494,1,0,0.05770864337682724,0.908872663974762,0.9107029190910582,0.0,5.02055736433249e-05,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,3,0.1,,,1,328.5,443.0,0.027792800753807592,0.8912485758983375,0.8916818175866073,0.039485100039712756,0.8912485758983375,0.8921228038594019,4193.0,20,62,76,0.8157894736842105,0.889855687606112,0.9579620744802376,True,True,accepted,0.05770864337682724,0.9088743329048157,-0.018223542720079422,-0.017625749111175537,0.0018957407446578145,0.0,0.0018957407446578145,0.33905720710754395,1,0,0.04813669994473457,0.8996163606643677,0.9009032901796791,-0.10101016610860825,-0.09764648228883743,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,4,0.13333333333333333,,,1,331.5,441.0,0.04618590107845107,0.9107700095161109,0.911940320247112,0.05066238003567624,0.9107700095161109,0.912177990846554,4115.0,20,61,74,0.8243243243243243,0.9116083296411165,0.9770865487356049,True,True,accepted,0.04476969316601753,0.8963614702224731,0.0058926865458488464,0.014408528804779053,0.0018194911535829306,0.0,0.0018194911535829306,0.13318529725074768,1,0,0.047747597098350525,0.9036428928375244,0.9049034814854212,-0.0736914724111557,-0.030848059803247452,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,5,0.16666666666666666,,,1,333.5,441.0,0.057781084630364986,0.9095435964844639,0.9113770940982414,0.05770864254046385,0.9095435964844639,0.9113725041550005,4122.0,20,63,74,0.8513513513513513,0.8841698841698842,0.9570466682145344,True,True,accepted,0.04529121518135071,0.9026146531105042,0.012417428195476532,0.006928920745849609,0.0017065037973225117,0.0,0.0017065037973225117,0.11848931759595871,1,0,0.05115976557135582,0.9058892726898193,0.9073327371961214,-0.027129681780934334,-0.004866595845669508,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,6,0.2,,,1,333.0,441.0,0.05488438842869124,0.9098619175528825,0.9115157733721341,0.05594835286999586,0.9098619175528825,0.9115804556932283,4153.5,21,64,74,0.8648648648648649,0.8770059121621622,0.952856159669649,True,True,accepted,0.05025544390082359,0.9057270288467407,0.005692910403013229,0.0041348934173583984,0.0015999670140445232,0.0,0.0015999670140445232,0.030942246317863464,1,0,0.05274602770805359,0.907535970211029,0.9090674786097304,-0.009749073535203934,0.007757345214486122,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,7,0.23333333333333334,,,1,331.5,441.0,0.04618590107845107,0.9107700095161109,0.911940320247112,0.05066238003567624,0.9107700095161109,0.912177990846554,4139.5,20,62,74,0.8378378378378378,0.9022449869224063,0.9686439686439686,True,True,accepted,0.05242105945944786,0.9077945351600647,-0.001758679747581482,0.0029754638671875,0.0015127676306292415,0.0,0.0015127676306292415,0.007897009141743183,1,0,0.051708683371543884,0.9089998006820679,0.9104693435674029,-0.014217888005077839,0.015318013727664948,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,8,0.26666666666666666,,,1,331.5,441.0,0.04618590107845107,0.9107700095161109,0.911940320247112,0.05066238003567624,0.9107700095161109,0.912177990846554,4122.5,20,60,74,0.8108108108108109,0.928490990990991,0.9824833174451859,True,True,accepted,0.05123475193977356,0.9095103740692139,-0.0005723722279071808,0.00125962495803833,0.0014447893481701612,0.0,0.0014447893481701612,0.0013249439653009176,1,0,0.05101892724633217,0.909985363483429,0.9114144461722311,-0.015462188981473446,0.018056359142065048,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,9,0.3,,,1,333.5,441.0,0.057781084630364986,0.9095435964844639,0.9113770940982414,0.05770864254046385,0.9095435964844639,0.9113725041550005,4118.0,20,60,74,0.8108108108108109,0.9274774774774774,0.978147268408551,True,True,accepted,0.05050352215766907,0.9105872511863708,0.007205121219158173,-0.0010436773300170898,0.001392763340845704,0.0,0.001392763340845704,0.03805602341890335,1,0,0.053052712231874466,0.9102180004119873,0.9117627973048443,-0.0016689928015694022,0.016058385372161865,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,10,0.3333333333333333,,,1,329.5,442.0,0.03402666356340714,0.9036821673233556,0.9043225494100512,0.0432733482876692,0.9036821673233556,0.9047176588363152,4129.0,20,62,75,0.8266666666666667,0.8879569892473118,0.964832340226662,True,True,accepted,0.052997078746557236,0.9107532501220703,-0.009723730385303497,-0.007071077823638916,0.0013533529127016664,0.0,0.0013533529127016664,0.1068095862865448,1,0,0.0497397743165493,0.9083845615386963,0.9097453252371845,-0.018523558974266052,0.003801777958869934,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,11,0.36666666666666664,,,1,333.5,441.0,0.057781084630364986,0.9095435964844639,0.9113770940982414,0.05770864254046385,0.9095435964844639,0.9113725041550005,4148.0,20,63,74,0.8513513513513513,0.8897468897468898,0.9683669896112992,True,True,accepted,0.04912232235074043,0.9085112810134888,0.008586321026086807,0.0010322928428649902,0.0013238159008324146,0.0,0.0013238159008324146,0.05649617686867714,1,0,0.05187121033668518,0.9088417887687683,0.9103208332638593,-0.004703714046627283,0.005463272798806429,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,12,0.4,,,1,331.5,441.0,0.04618590107845107,0.9107700095161109,0.911940320247112,0.05066238003567624,0.9107700095161109,0.912177990846554,4105.5,20,62,74,0.8378378378378378,0.8948343504795118,0.9631671554252199,True,True,accepted,0.051714420318603516,0.9090238809585571,-0.0010520406067371368,0.0017461180686950684,0.001301999669522047,0.0,0.001301999669522047,0.0031917963642627,1,0,0.05138959735631943,0.9095630049705505,0.911013584271663,-0.006310285534709692,0.008129769936203957,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,13,0.43333333333333335,,,1,333.5,441.0,0.057781084630364986,0.9095435964844639,0.9113770940982414,0.05770864254046385,0.9095435964844639,0.9113725041550005,4117.0,20,64,74,0.8648648648648649,0.8692989864864865,0.9561077566186716,True,True,accepted,0.05117925629019737,0.9098339676856995,0.0065293870866298676,-0.0002903938293457031,0.0012862063013017178,0.0,0.0012862063013017178,0.03321179747581482,1,0,0.0531398206949234,0.9097467660903931,0.9112974371495933,0.003315868554636836,0.007701647933572531,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,14,0.4666666666666667,,,1,331.5,441.0,0.04618590107845107,0.9107700095161109,0.911940320247112,0.05066238003567624,0.9107700095161109,0.912177990846554,4115.5,20,62,74,0.8378378378378378,0.8970139494333043,0.9729314420803783,True,True,accepted,0.053250350058078766,0.9100034832954407,-0.002587970346212387,0.0007665157318115234,0.0012750697787851095,0.0,0.0012750697787851095,0.005713520105928183,1,0,0.052489083260297775,0.910228967666626,0.9117411241360993,-0.0004163710109423846,0.008807078003883362,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,15,0.5,,,1,333.5,441.0,0.057781084630364986,0.9095435964844639,0.9113770940982414,0.05770864254046385,0.9095435964844639,0.9113725041550005,4136.0,20,64,74,0.8648648648648649,0.8733108108108109,0.956964368347987,True,True,accepted,0.052475202828645706,0.9105225205421448,0.005233440548181534,-0.0009789466857910156,0.0012674726312980056,0.0,0.0012674726312980056,0.022365165874361992,1,0,0.053992509841918945,0.9102386832237244,0.911838610476596,0.007035958580672741,0.007413074839860201,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,16,0.5333333333333333,,,1,329.0,441.0,0.0316688826517771,0.9121739895486805,0.9127235645788753,0.04184055137179972,0.9121739895486805,0.9131330784438008,4119.0,21,62,74,0.8378378378378378,0.8977768090671316,0.9648629655657063,True,True,accepted,0.05422704294323921,0.9104858040809631,-0.012386493384838104,0.0016881823539733887,0.0012624971568584442,0.0,0.0012624971568584442,0.12378259748220444,1,0,0.05067054554820061,0.9109705090522766,0.9123786344216508,-0.010488374158740044,0.009801504202187061,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,17,0.5666666666666667,,,1,332.5,441.0,0.05198559158320441,0.9101685231009056,0.9116519303856815,0.05418678666193191,0.9101685231009056,0.911780098649027,4123.5,20,61,74,0.8243243243243243,0.9134913602126717,0.9788724035608308,True,True,accepted,0.050320934504270554,0.9112972021102905,0.003865852952003479,-0.0011286735534667969,0.0012593971332535148,0.0,0.0012593971332535148,0.012878164649009705,1,0,0.051424141973257065,0.9109750986099243,0.9124253792311167,-0.0050336821004748344,0.008208953775465488,0.0
phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,18,0.6,,,1,332.5,441.0,0.05198559158320441,0.9095435964844639,0.9110280213243438,0.05418678666193191,0.9095435964844639,0.9111562773501805,4151.5,20,64,75,0.8533333333333334,0.8648958333333333,0.9559060557218513,True,True,accepted,0.05125635117292404,0.9112487435340881,0.002930436283349991,-0.001705169677734375,0.0012575816363096237,0.0,0.0012575816363096237,0.009140606969594955,1,0,0.052089594304561615,0.9107639193534851,0.9122522911075287,-0.0009014278184622526,0.005804467014968395,0.0
