experiment_label,source,frames,detected_frames,measurement_accepted_frames,normalized_area_rejection_frames,measurement_acceptance_rate,median_x_m,median_z_m,median_area_px,median_normalized_area,normalized_area_threshold,median_normalized_area_to_threshold
phase5_v9_camera_unknown_dryrun_r01,/home/robo25/Downloads/recoding/phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362.tar.xz::phase5_v9_camera_unknown_dryrun_r01_20260925_164955_362,1483,829,827,0,0.9975874547647768,0.0401,0.9102,4107.0,3393.9798743019855,1450.0,2.3406757753806797
