collision_ffb_sequence,collision_ffb_publish_enabled,collision_ffb_publish_success,collision_ffb_risk_level,collision_ffb_active,collision_ffb_requested_magnitude,collision_ffb_pattern,collision_ffb_reason,collision_ffb_publish_error,source_frame,source_time_sec,send_monotonic_sec,elapsed_sec
127,1,1,CLEAR,0,0.0,off,no_alert,,128,4.266504,5739.571317767,9.397393346000172
128,1,1,CLEAR,0,0.0,off,no_alert,,129,4.295141,5739.606253156,9.432328734999828
129,1,1,CLEAR,0,0.0,off,no_alert,,130,4.323258,5739.64069741,9.466772988999764
130,1,1,CLEAR,0,0.0,off,no_alert,,131,4.354759,5739.674855205,9.500930784000047
131,1,1,CLEAR,0,0.0,off,no_alert,,132,4.38727,5739.709633621,9.535709199999474
132,1,1,CLEAR,0,0.0,off,no_alert,,133,4.423011,5739.74425113,9.570326708999346
133,1,1,CLEAR,0,0.0,off,no_alert,,134,4.455263,5739.778607144,9.604682722999314
134,1,1,CLEAR,0,0.0,off,no_alert,,135,4.491361,5739.812884159,9.638959737999357
135,1,1,CLEAR,0,0.0,off,no_alert,,136,4.524155,5739.847184857,9.67326043599951
136,1,1,CLEAR,0,0.0,off,no_alert,,137,4.558182,5739.88146078,9.707536359000187
137,1,1,CLEAR,0,0.0,off,no_alert,,138,4.590116,5739.915725346,9.741800924999552
138,1,1,CLEAR,0,0.0,off,no_alert,,139,4.624719,5739.949631841,9.77570741999989
139,1,1,CLEAR,0,0.0,off,no_alert,,140,4.656837,5739.983669094,9.809744672999841
140,1,1,CLEAR,0,0.0,off,no_alert,,141,4.688752,5740.017676749,9.843752327999937
141,1,1,CLEAR,0,0.0,off,no_alert,,142,4.724594,5740.051796591,9.877872170000046
142,1,1,CLEAR,0,0.0,off,no_alert,,143,4.757022,5740.085684102,9.911759681000149
143,1,1,CLEAR,0,0.0,off,no_alert,,144,4.786963,5740.119714197,9.945789775999401
144,1,1,CLEAR,0,0.0,off,no_alert,,145,4.823467,5740.153525061,9.979600640000172
145,1,1,CLEAR,0,0.0,off,no_alert,,146,4.85853,5740.187626904,10.013702483000088
146,1,1,CLEAR,0,0.0,off,no_alert,,147,4.900005,5740.221670044,10.047745623000083
147,1,1,CLEAR,0,0.0,off,no_alert,,148,4.933606,5740.255721201,10.081796779999422
148,1,1,CLEAR,0,0.0,off,no_alert,,149,4.963751,5740.290035751,10.116111329999512
149,1,1,CLEAR,0,0.0,off,no_alert,,150,4.99813,5740.324532894,10.15060847299992
150,1,1,CLEAR,0,0.0,off,no_alert,,151,5.029612,5740.359022112,10.18509769100001
151,1,1,CLEAR,0,0.0,off,no_alert,,152,5.058765,5740.392971294,10.21904687299957
152,1,1,CLEAR,0,0.0,off,no_alert,,153,5.091947,5740.42680572,10.252881298999455
153,1,1,CLEAR,0,0.0,off,no_alert,,154,5.123695,5740.460903747,10.28697932599971
154,1,1,CLEAR,0,0.0,off,no_alert,,155,5.15826,5740.495179126,10.321254704999774
155,1,1,CLEAR,0,0.0,off,no_alert,,156,5.187678,5740.529377756,10.355453334999766
156,1,1,CLEAR,0,0.0,off,no_alert,,157,5.223399,5740.563622168,10.389697746999445
157,1,1,CLEAR,0,0.0,off,no_alert,,158,5.255209,5740.597766827,10.423842405999494
158,1,1,CLEAR,0,0.0,off,no_alert,,159,5.287213,5740.63212644,10.458202019000055
159,1,1,CLEAR,0,0.0,off,no_alert,,160,5.326072,5740.666345417,10.492420995999964
160,1,1,CLEAR,0,0.0,off,no_alert,,161,5.355089,5740.700518934,10.526594512999509
161,1,1,CLEAR,0,0.0,off,no_alert,,162,5.387752,5740.73477445,10.560850028999994
162,1,1,CLEAR,0,0.0,off,no_alert,,163,5.433164,5740.769367602,10.59544318099961
163,1,1,CLEAR,0,0.0,off,no_alert,,164,5.46521,5740.803617709,10.629693287999544
164,1,1,CLEAR,0,0.0,off,no_alert,,165,5.49207,5740.837934578,10.66401015700012
165,1,1,CLEAR,0,0.0,off,no_alert,,166,5.525091,5740.872048712,10.698124290999658
166,1,1,CLEAR,0,0.0,off,no_alert,,167,5.554878,5740.90605425,10.73212982899986
167,1,1,CLEAR,0,0.0,off,no_alert,,168,5.586919,5740.940352065,10.766427644000032
168,1,1,CLEAR,0,0.0,off,no_alert,,169,5.62386,5740.974260059,10.800335637999524
169,1,1,CLEAR,0,0.0,off,no_alert,,170,5.655115,5741.008140326,10.834215904999837
170,1,1,CLEAR,0,0.0,off,no_alert,,171,5.686929,5741.041935106,10.868010684999717
171,1,1,CLEAR,0,0.0,off,no_alert,,172,5.722753,5741.076300439,10.902376017999813
172,1,1,CLEAR,0,0.0,off,no_alert,,173,5.755305,5741.110695453,10.936771031999342
173,1,1,CLEAR,0,0.0,off,no_alert,,174,5.791138,5741.145152503,10.97122808199947
174,1,1,CLEAR,0,0.0,off,no_alert,,175,5.825177,5741.179382601,11.00545817999955
175,1,1,CLEAR,0,0.0,off,no_alert,,176,5.855197,5741.213354474,11.039430052999705
176,1,1,CLEAR,0,0.0,off,no_alert,,177,5.887439,5741.247082238,11.07315781699981
177,1,1,CLEAR,0,0.0,off,no_alert,,178,5.923044,5741.281019843,11.107095421999475
178,1,1,CLEAR,0,0.0,off,no_alert,,179,5.955428,5741.31501109,11.141086668999378
179,1,1,CLEAR,0,0.0,off,no_alert,,180,5.988495,5741.349125809,11.17520138799955
180,1,1,CLEAR,0,0.0,off,no_alert,,181,6.023464,5741.383066514,11.209142093000082
181,1,1,CLEAR,0,0.0,off,no_alert,,182,6.060413,5741.417451474,11.243527052999525
182,1,1,CLEAR,0,0.0,off,no_alert,,183,6.088591,5741.451799769,11.277875347999725
183,1,1,CLEAR,0,0.0,off,no_alert,,184,6.124493,5741.486130558,11.31220613699952
184,1,1,CLEAR,0,0.0,off,no_alert,,185,6.16231,5741.52040433,11.346479908999754
185,1,1,CLEAR,0,0.0,off,no_alert,,186,6.194948,5741.554618787,11.38069436600017
186,1,1,CLEAR,0,0.0,off,no_alert,,187,6.225982,5741.589096299,11.415171877999455
187,1,1,CLEAR,0,0.0,off,no_alert,,188,6.258878,5741.623626997,11.449702576000163
188,1,1,CLEAR,0,0.0,off,no_alert,,189,6.291738,5741.657750551,11.483826130000125
189,1,1,CLEAR,0,0.0,off,no_alert,,190,6.323877,5741.691669063,11.517744641999343
190,1,1,CLEAR,0,0.0,off,no_alert,,191,6.359995,5741.725806118,11.551881696999772
191,1,1,CLEAR,0,0.0,off,no_alert,,192,6.39125,5741.759634364,11.585709942999529
192,1,1,CLEAR,0,0.0,off,no_alert,,193,6.425155,5741.793449742,11.619525320999855
193,1,1,CLEAR,0,0.0,off,no_alert,,194,6.455372,5741.827451738,11.653527316999316
194,1,1,CLEAR,0,0.0,off,no_alert,,195,6.490038,5741.861380258,11.687455837000016
195,1,1,CLEAR,0,0.0,off,no_alert,,196,6.525152,5741.895321564,11.721397143000104
196,1,1,CLEAR,0,0.0,off,no_alert,,197,6.564106,5741.93026457,11.756340148999698
197,1,1,CLEAR,0,0.0,off,no_alert,,198,6.592248,5741.96521117,11.791286748999482
198,1,1,CLEAR,0,0.0,off,no_alert,,199,6.623063,5741.999649346,11.825724925000031
199,1,1,PATH,0,0.0,off,no_alert,,200,6.660662,5742.034035369,11.860110947999601
200,1,1,PATH,0,0.0,off,no_alert,,201,6.69671,5742.068128837,11.894204415999411
201,1,1,WARNING,1,0.25,steady,ttc_warning:cadence_triple,,202,6.732193,5742.102190044,11.928265622999788
202,1,1,WARNING,1,0.25,steady,ttc_warning:cadence_triple,,203,6.763446,5742.136132344,11.962207922999369
203,1,1,WARNING,1,0.25,steady,ttc_warning:cadence_triple,,204,6.796584,5742.170132336,11.996207915000014
204,1,1,CLEAR,0,0.0,off,cadence_gap:triple,,205,6.828058,5742.204031616,12.0301071949998
205,1,1,CLEAR,0,0.0,off,cadence_gap:triple,,206,6.860448,5742.238259121,12.064334699999563
206,1,1,WARNING,1,0.25,steady,ttc_warning:cadence_triple,,207,6.892597,5742.272390443,12.098466022000139
207,1,1,WARNING,1,0.25,steady,ttc_warning:cadence_triple,,208,6.923928,5742.306397142,12.13247272099943
208,1,1,WARNING,1,0.25,steady,ttc_warning:cadence_triple,,209,6.962018,5742.340332665,12.166408243999285
209,1,1,CLEAR,0,0.0,off,cadence_gap:triple,,210,6.993252,5742.374124004,12.20019958299963
210,1,1,CLEAR,0,0.0,off,cadence_gap:triple,,211,7.023549,5742.408162829,12.234238407999328
211,1,1,WARNING,1,0.25,steady,ttc_warning:cadence_triple,,212,7.060601,5742.44243925,12.268514828999287
212,1,1,WARNING,1,0.25,steady,ttc_warning:cadence_triple,,213,7.090972,5742.476764112,12.302839690999463
213,1,1,WARNING,1,0.25,steady,ttc_warning:cadence_triple,,214,7.124427,5742.510824845,12.336900423999396
214,1,1,CLEAR,0,0.0,off,cadence_gap:triple,,215,7.15518,5742.544864648,12.370940226999664
215,1,1,CLEAR,0,0.0,off,cadence_gap:triple,,216,7.188475,5742.579074856,12.405150434999996
