experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,motion_detection_rate,measurement_acceptance_rate,motion_measurement_acceptance_rate,track_rate,motion_track_rate,odom_available_rate,odom_callback_count_delta,challenge_callback_count_delta,challenge_age_p95_sec,challenge_age_max_sec,ffb_publish_success_rate,ffb_challenge_unavailable_frames,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,warning_hold_rate,unknown_rate,critical_rate,warning_or_critical_frames,critical_frames
phase5_v10_relay_dryrun_r01,/home/robo25/Downloads/phase5_v10_relay_dryrun_r01_20260925_173142_491.tar.xz::phase5_v10_relay_dryrun_r01_20260925_173142_491,2297,76.86648600000001,29.869974802802872,0.891597736177623,0.6380208333333334,0.8115234375,0.8326530612244898,0.8802786242925555,0.6015625,0.4536351763169351,990.0,nan,nan,nan,1.0,0,384,1.0,0.0,0.34479756203744016,1.0,1.8307031200673876,9.565159190781653e-05,0.1142433234421365,0.08315193730953417,0.00478885502829778,0.006965607313887679,0.0,191,0
