session,experiment_label,risk_source,velocity_source,ttc_profile,frames,active_frames,active_rate,warning_frames,warning_hold_frames,critical_frames,unknown_frames,peak_normalized_magnitude,mean_normalized_magnitude,activation_events
phase5_v10_relay_dryrun_r01_20260925_173142_491,phase5_v10_relay_dryrun_r01_20260925_173142_491,profile_replay,conservative,/home/robo25/theta_ws/RICHO-theta/src/dynamic_ttc_evaluation_profile_v5_candidate.json,2297,207,0.09011754462342185,180,11,0,16,0.25,0.021832825424466684,5
