dataset_id,archive_path,sha256_match,expected_status,actual_status,expected_sessions,actual_sessions,expected_gate_sessions,actual_gate_sessions,expected_gate_pass_sessions,actual_gate_pass_sessions,expected_occlusion_events,actual_occlusion_events,expected_track_expired_events,actual_track_expired_events,expected_reacquired_events,actual_reacquired_events,expected_dynamic_sessions,actual_dynamic_sessions,expected_dynamic_pass_sessions,actual_dynamic_pass_sessions,decision,reasons,report_path
dynamic-ttc-20260903-1410,/home/robo25/Downloads/202609031410.tar.xz,1,FAIL,FAIL,12,12,12,12,3,3,0,0,0,0,0,0,9,9,6,6,PASS,,/home/robo25/theta_ws/RICHO-theta/Experimental_results/2026-09-03/recording_regression/dynamic-ttc-20260903-1410/analysis_report.md
