collision_ffb_sequence,collision_ffb_publish_enabled,collision_ffb_publish_success,collision_ffb_risk_level,collision_ffb_active,collision_ffb_requested_magnitude,collision_ffb_pattern,collision_ffb_reason,collision_ffb_publish_error,source_frame,source_time_sec,send_monotonic_sec,elapsed_sec
224,1,1,CLEAR,0,0.0,off,no_alert,,225,7.486896,7988.255075622,12.64374344099997
225,1,1,CLEAR,0,0.0,off,no_alert,,226,7.519553,7988.289045263,12.677713082000082
226,1,1,CLEAR,0,0.0,off,no_alert,,227,7.553895,7988.323015414,12.711683233000258
227,1,1,CLEAR,0,0.0,off,no_alert,,228,7.586294,7988.357191083,12.745858901999782
228,1,1,CLEAR,0,0.0,off,no_alert,,229,7.622097,7988.391280145,12.779947963999803
229,1,1,CLEAR,0,0.0,off,no_alert,,230,7.652961,7988.425063948,12.813731766999808
230,1,1,CLEAR,0,0.0,off,no_alert,,231,7.687477,7988.45884858,12.847516399000597
231,1,1,CLEAR,0,0.0,off,no_alert,,232,7.720807,7988.493014528,12.881682346999696
232,1,1,CLEAR,0,0.0,off,no_alert,,233,7.75341,7988.527019526,12.915687345000151
233,1,1,CLEAR,0,0.0,off,no_alert,,234,7.788009,7988.56089997,12.949567788999957
234,1,1,CLEAR,0,0.0,off,no_alert,,235,7.820955,7988.594995921,12.983663740000338
235,1,1,CLEAR,0,0.0,off,no_alert,,236,7.854459,7988.629081936,13.017749755000295
236,1,1,CLEAR,0,0.0,off,no_alert,,237,7.88694,7988.663102413,13.051770232000308
237,1,1,CLEAR,0,0.0,off,no_alert,,238,7.921968,7988.697100037,13.08576785600053
238,1,1,CLEAR,0,0.0,off,no_alert,,239,7.953611,7988.731120074,13.119787892999739
239,1,1,CLEAR,0,0.0,off,no_alert,,240,7.986774,7988.765234614,13.15390243300044
240,1,1,CLEAR,0,0.0,off,no_alert,,241,8.020249,7988.799396627,13.188064445999771
241,1,1,CLEAR,0,0.0,off,no_alert,,242,8.053994,7988.833828777,13.222496596000383
242,1,1,CLEAR,0,0.0,off,no_alert,,243,8.086569,7988.868183842,13.256851660999928
243,1,1,CLEAR,0,0.0,off,no_alert,,244,8.120403,7988.902514728,13.291182547000062
244,1,1,CLEAR,0,0.0,off,no_alert,,245,8.154465,7988.937082056,13.325749874999929
245,1,1,CLEAR,0,0.0,off,no_alert,,246,8.186753,7988.971205692,13.359873510999932
246,1,1,CLEAR,0,0.0,off,no_alert,,247,8.221445,7989.005693321,13.39436114
247,1,1,CLEAR,0,0.0,off,no_alert,,248,8.254427,7989.040340115,13.429007933999856
248,1,1,CLEAR,0,0.0,off,no_alert,,249,8.287902,7989.074679559,13.463347378000435
249,1,1,CLEAR,0,0.0,off,no_alert,,250,8.321647,7989.108675541,13.497343359999832
250,1,1,CLEAR,0,0.0,off,no_alert,,251,8.35456,7989.142815022,13.53148284100007
251,1,1,CLEAR,0,0.0,off,no_alert,,252,8.387848,7989.177011983,13.565679801999977
252,1,1,CLEAR,0,0.0,off,no_alert,,253,8.421594,7989.210921902,13.599589721000484
253,1,1,CLEAR,0,0.0,off,no_alert,,254,8.456049,7989.245117544,13.633785363000243
254,1,1,CLEAR,0,0.0,off,no_alert,,255,8.488091,7989.279257582,13.667925401000502
255,1,1,CLEAR,0,0.0,off,no_alert,,256,8.52107,7989.313595595,13.7022634140003
256,1,1,CLEAR,0,0.0,off,no_alert,,257,8.554143,7989.348294945,13.736962764000054
257,1,1,CLEAR,0,0.0,off,no_alert,,258,8.588174,7989.382713327,13.77138114599984
258,1,1,CLEAR,0,0.0,off,no_alert,,259,8.620804,7989.417255694,13.80592351300038
259,1,1,CLEAR,0,0.0,off,no_alert,,260,8.654093,7989.451606088,13.840273906999755
260,1,1,CLEAR,0,0.0,off,no_alert,,261,8.688667,7989.485825833,13.874493651999728
261,1,1,CLEAR,0,0.0,off,no_alert,,262,8.721898,7989.519909409,13.908577228000468
262,1,1,CLEAR,0,0.0,off,no_alert,,263,8.754296,7989.554102341,13.942770159999782
263,1,1,CLEAR,0,0.0,off,no_alert,,264,8.787019,7989.588243974,13.976911793
264,1,1,CLEAR,0,0.0,off,no_alert,,265,8.82082,7989.62224621,14.01091402900056
265,1,1,CLEAR,0,0.0,off,no_alert,,266,8.853963,7989.656202157,14.044869975999973
266,1,1,CLEAR,0,0.0,off,no_alert,,267,8.888208,7989.690111707,14.07877952600029
267,1,1,CLEAR,0,0.0,off,no_alert,,268,8.920021,7989.724066574,14.11273439300021
268,1,1,CLEAR,0,0.0,off,no_alert,,269,8.956188,7989.757957467,14.146625286000017
269,1,1,CLEAR,0,0.0,off,no_alert,,270,8.987032,7989.791851705,14.180519524000374
270,1,1,CLEAR,0,0.0,off,no_alert,,271,9.021101,7989.825900664,14.214568483000221
271,1,1,CLEAR,0,0.0,off,no_alert,,272,9.05422,7989.860095555,14.248763374000191
272,1,1,CLEAR,0,0.0,off,no_alert,,273,9.087302,7989.894195188,14.282863006999833
273,1,1,CLEAR,0,0.0,off,no_alert,,274,9.120329,7989.928304726,14.316972544999771
274,1,1,CLEAR,0,0.0,off,no_alert,,275,9.153668,7989.962411199,14.351079017999837
275,1,1,CLEAR,0,0.0,off,no_alert,,276,9.186847,7989.99652791,14.38519572899986
276,1,1,CLEAR,0,0.0,off,no_alert,,277,9.220538,7990.030747448,14.41941526699975
277,1,1,CLEAR,0,0.0,off,no_alert,,278,9.253785,7990.064644399,14.453312218000065
278,1,1,CLEAR,0,0.0,off,no_alert,,279,9.287125,7990.098598223,14.487266042000556
279,1,1,CLEAR,0,0.0,off,no_alert,,280,9.320403,7990.132845447,14.521513266000511
