experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,motion_detection_rate,measurement_acceptance_rate,motion_measurement_acceptance_rate,track_rate,motion_track_rate,odom_available_rate,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,warning_hold_rate,unknown_rate,critical_rate,warning_or_critical_frames,critical_frames
phase5_challenge_camera_mock_odom_r01,/home/robo25/Downloads/202609171821.tar.xz::phase5_challenge_camera_mock_odom_r01_20260917_181900_391,742,25.098485999999998,29.52369318213059,1.0,1.0,1.0,1.0,1.0,1.0,0.6563342318059299,24,1.0,0.0,0.03234501347708895,1.0,4.4095869064331055,9.274094899495526e-05,0.03234501347708895,0.03234501347708895,0.0,0.0,0.0,24,0
