collision_ffb_sequence,collision_ffb_publish_enabled,collision_ffb_publish_success,collision_ffb_risk_level,collision_ffb_active,collision_ffb_requested_magnitude,collision_ffb_pattern,collision_ffb_reason,collision_ffb_publish_error,source_frame,source_time_sec,send_monotonic_sec,elapsed_sec
176,1,1,CLEAR,0,0.0,off,cadence_complete,,177,5.8845,7994.499553842,11.029606181999952
177,1,1,CLEAR,0,0.0,off,cadence_complete,,178,5.920884,7994.533669559,11.063721899000484
178,1,1,CLEAR,0,0.0,off,cadence_complete,,179,5.952854,7994.567707122,11.097759461999885
179,1,1,CLEAR,0,0.0,off,cadence_complete,,180,5.984516,7994.601618253,11.131670593000308
180,1,1,CLEAR,0,0.0,off,cadence_complete,,181,6.019859,7994.635470568,11.16552290799973
181,1,1,CLEAR,0,0.0,off,cadence_complete,,182,6.052844,7994.669287924,11.199340264000057
182,1,1,CLEAR,0,0.0,off,cadence_complete,,183,6.084264,7994.703232522,11.233284861999891
183,1,1,CLEAR,0,0.0,off,cadence_complete,,184,6.121501,7994.737068847,11.267121187000157
184,1,1,CLEAR,0,0.0,off,cadence_complete,,185,6.152418,7994.770897413,11.300949753000168
185,1,1,CLEAR,0,0.0,off,cadence_complete,,186,6.18502,7994.804963956,11.335016296000504
186,1,1,CLEAR,0,0.0,off,cadence_complete,,187,6.221401,7994.838761793,11.368814133000342
187,1,1,CLEAR,0,0.0,off,cadence_complete,,188,6.25257,7994.872745603,11.402797943000223
188,1,1,CLEAR,0,0.0,off,cadence_complete,,189,6.28495,7994.906905596,11.436957935999999
189,1,1,CLEAR,0,0.0,off,cadence_complete,,190,6.321624,7994.941059706,11.47111204599969
190,1,1,CLEAR,0,0.0,off,cadence_complete,,191,6.351332,7994.975392781,11.505445120999866
191,1,1,CLEAR,0,0.0,off,cadence_complete,,192,6.384665,7995.009704212,11.539756551999744
192,1,1,CLEAR,0,0.0,off,cadence_complete,,193,6.420869,7995.044066454,11.574118794000242
193,1,1,CLEAR,0,0.0,off,cadence_complete,,194,6.451014,7995.078116809,11.608169148999878
194,1,1,CLEAR,0,0.0,off,cadence_complete,,195,6.484521,7995.111977614,11.642029954000463
195,1,1,CLEAR,0,0.0,off,cadence_complete,,196,6.520872,7995.146374758,11.676427098000204
196,1,1,CLEAR,0,0.0,off,cadence_complete,,197,6.552673,7995.180384341,11.71043668099992
197,1,1,CLEAR,0,0.0,off,cadence_complete,,198,6.584267,7995.214453865,11.744506205000107
198,1,1,CLEAR,0,0.0,off,cadence_complete,,199,6.622253,7995.24878149,11.778833829999712
199,1,1,CLEAR,0,0.0,off,cadence_complete,,200,6.652168,7995.28319595,11.813248290000047
200,1,1,CLEAR,0,0.0,off,cadence_complete,,201,6.683827,7995.317542533,11.847594873000162
201,1,1,CLEAR,0,0.0,off,cadence_complete,,202,6.721681,7995.35177548,11.881827819999671
202,1,1,CLEAR,0,0.0,off,cadence_complete,,203,6.753411,7995.385968028,11.916020368000318
203,1,1,CLEAR,0,0.0,off,cadence_complete,,204,6.784735,7995.420207948,11.950260288000209
204,1,1,CLEAR,0,0.0,off,cadence_complete,,205,6.821254,7995.454311788,11.98436412800038
205,1,1,CLEAR,0,0.0,off,cadence_complete,,206,6.852524,7995.488645022,12.018697362000239
206,1,1,CLEAR,0,0.0,off,cadence_complete,,207,6.884376,7995.522904977,12.05295731699971
207,1,1,CLEAR,0,0.0,off,cadence_complete,,208,6.921634,7995.557205127,12.0872574670002
208,1,1,CLEAR,0,0.0,off,cadence_complete,,209,6.953942,7995.591452632,12.121504972000366
209,1,1,CLEAR,0,0.0,off,cadence_complete,,210,6.984726,7995.625652553,12.155704892999893
210,1,1,CLEAR,0,0.0,off,cadence_complete,,211,7.020898,7995.65999454,12.19004688000041
211,1,1,CLEAR,0,0.0,off,cadence_complete,,212,7.052564,7995.694377751,12.224430090999704
212,1,1,CLEAR,0,0.0,off,cadence_complete,,213,7.084636,7995.728540506,12.258592846000283
213,1,1,CLEAR,0,0.0,off,cadence_complete,,214,7.121175,7995.762561136,12.292613476000042
214,1,1,CLEAR,0,0.0,off,cadence_cancelled_by_clear,,215,7.150871,7995.79683512,12.326887459999853
215,1,1,UNKNOWN,1,0.15,pulse,invalid_or_unknown_perception:cadence_triple,,216,7.184581,7995.830978175,12.361030515000493
216,1,1,UNKNOWN,1,0.15,pulse,invalid_or_unknown_perception:cadence_triple,,217,7.222581,7995.865522361,12.395574701000442
217,1,1,CLEAR,0,0.0,off,cadence_cancelled_by_clear,,218,7.254175,7995.899909473,12.429961812999863
218,1,1,UNKNOWN,1,0.15,pulse,invalid_or_unknown_perception:cadence_triple,,219,7.285014,7995.934247525,12.464299864999703
219,1,1,UNKNOWN,1,0.15,pulse,invalid_or_unknown_perception:cadence_triple,,220,7.321397,7995.968510106,12.498562446000506
220,1,1,CLEAR,0,0.0,off,cadence_cancelled_by_clear,,221,7.352917,7996.00273243,12.532784770000035
221,1,1,CLEAR,0,0.0,off,no_alert,,222,7.385292,7996.037024216,12.567076555999847
222,1,1,CLEAR,0,0.0,off,no_alert,,223,7.421577,7996.071075659,12.6011279989998
223,1,1,CLEAR,0,0.0,off,no_alert,,224,7.452692,7996.105092187,12.635144527000193
224,1,1,CLEAR,0,0.0,off,no_alert,,225,7.484836,7996.139106131,12.669158470999719
225,1,1,CLEAR,0,0.0,off,no_alert,,226,7.521168,7996.173157467,12.703209807000349
226,1,1,CLEAR,0,0.0,off,no_alert,,227,7.553038,7996.207296295,12.737348634999762
227,1,1,CLEAR,0,0.0,off,no_alert,,228,7.584914,7996.241454804,12.77150714399977
228,1,1,CLEAR,0,0.0,off,no_alert,,229,7.62013,7996.275444377,12.805496717000096
229,1,1,CLEAR,0,0.0,off,no_alert,,230,7.652866,7996.309282958,12.839335298000151
230,1,1,CLEAR,0,0.0,off,no_alert,,231,7.684797,7996.343294263,12.873346602999845
231,1,1,CLEAR,0,0.0,off,no_alert,,232,7.720967,7996.377323521,12.907375861000219
232,1,1,CLEAR,0,0.0,off,no_alert,,233,7.753354,7996.411187767,12.94124010700034
233,1,1,CLEAR,0,0.0,off,no_alert,,234,7.78503,7996.44527735,12.975329689999853
234,1,1,CLEAR,0,0.0,off,no_alert,,235,7.82263,7996.479224144,13.009276484000111
235,1,1,CLEAR,0,0.0,off,no_alert,,236,7.851284,7996.513166698,13.043219037999734
236,1,1,CLEAR,0,0.0,off,no_alert,,237,7.884747,7996.547206994,13.077259333999791
237,1,1,CLEAR,0,0.0,off,no_alert,,238,7.920154,7996.581144311,13.111196650999773
238,1,1,CLEAR,0,0.0,off,no_alert,,239,7.95294,7996.615114346,13.145166686000266
239,1,1,CLEAR,0,0.0,off,no_alert,,240,7.985397,7996.649051943,13.179104283000015
240,1,1,CLEAR,0,0.0,off,no_alert,,241,8.021827,7996.683203153,13.21325549300036
241,1,1,CLEAR,0,0.0,off,no_alert,,242,8.053564,7996.717394255,13.247446594999928
242,1,1,CLEAR,0,0.0,off,no_alert,,243,8.085066,7996.751177621,13.281229961000463
243,1,1,CLEAR,0,0.0,off,no_alert,,244,8.121818,7996.785400456,13.3154527960005
244,1,1,CLEAR,0,0.0,off,no_alert,,245,8.153185,7996.819425139,13.349477478999688
245,1,1,CLEAR,0,0.0,off,no_alert,,246,8.185272,7996.853347014,13.383399354000176
246,1,1,CLEAR,0,0.0,off,no_alert,,247,8.230374,7996.887560491,13.417612831000042
247,1,1,CLEAR,0,0.0,off,no_alert,,248,8.258138,7996.921797016,13.451849355999911
248,1,1,CLEAR,0,0.0,off,no_alert,,249,8.287879,7996.956264337,13.486316677000104
249,1,1,CLEAR,0,0.0,off,no_alert,,250,8.324056,7996.990583387,13.520635726999899
250,1,1,CLEAR,0,0.0,off,no_alert,,251,8.356352,7997.024790536,13.554842876000293
251,1,1,CLEAR,0,0.0,off,no_alert,,252,8.385646,7997.058695475,13.588747814999806
252,1,1,CLEAR,0,0.0,off,no_alert,,253,8.423501,7997.093239214,13.623291554000389
253,1,1,CLEAR,0,0.0,off,no_alert,,254,8.458817,7997.127551634,13.657603974000267
254,1,1,CLEAR,0,0.0,off,no_alert,,255,8.487619,7997.161651777,13.691704116999972
255,1,1,CLEAR,0,0.0,off,no_alert,,256,8.52008,7997.195974711,13.726027051000528
256,1,1,CLEAR,0,0.0,off,no_alert,,257,8.554141,7997.230153791,13.760206130999904
257,1,1,CLEAR,0,0.0,off,no_alert,,258,8.589535,7997.264269949,13.794322288999865
258,1,1,CLEAR,0,0.0,off,no_alert,,259,8.621004,7997.298320807,13.828373147000093
259,1,1,CLEAR,0,0.0,off,no_alert,,260,8.656156,7997.332315129,13.862367468999764
260,1,1,CLEAR,0,0.0,off,no_alert,,261,8.690385,7997.366317144,13.896369484000388
261,1,1,CLEAR,0,0.0,off,no_alert,,262,8.720572,7997.400127246,13.930179586000122
262,1,1,CLEAR,0,0.0,off,no_alert,,263,8.753072,7997.434178117,13.964230456999758
263,1,1,CLEAR,0,0.0,off,no_alert,,264,8.784605,7997.468490989,13.998543329000313
264,1,1,CLEAR,0,0.0,off,no_alert,,265,8.825369,7997.502772276,14.032824615999743
265,1,1,CLEAR,0,0.0,off,no_alert,,266,8.857832,7997.537089983,14.067142323000553
266,1,1,CLEAR,0,0.0,off,no_alert,,267,8.891664,7997.571351631,14.101403970999854
267,1,1,CLEAR,0,0.0,off,no_alert,,268,8.920525,7997.605493325,14.135545664999881
268,1,1,CLEAR,0,0.0,off,no_alert,,269,8.958289,7997.639507348,14.169559687999936
269,1,1,CLEAR,0,0.0,off,no_alert,,270,8.989872,7997.673553544,14.203605884000353
