rule_id,experiment_label_glob,matched_trials,matched_labels,result,reasons
p0b_static_no_false_warning,static_*,6,static_center_z1p00_r01_20260818_164807_727;static_center_z1p00_r02_20260818_164908_140;static_center_z1p00_r03_20260818_164956_525;static_left_xm0p40_z1p00_r01_20260818_165339_551;static_none_r01_20260818_164442_953;static_right_xp0p40_z1p00_r01_20260818_165227_107,PASS,
