experiment_label,session_dir,frames,duration_sec,effective_fps,detection_rate,measurement_acceptance_rate,track_rate,odom_available_rate,moving_frames,direction_correct_rate,relative_speed_mae_mps,ttc_active_rate,ttc_active_rate_while_approaching,minimum_ttc_sec,ttc_vs_odom_mae_sec,path_corridor_rate,warning_or_critical_rate,warning_hold_rate,unknown_rate,critical_rate,warning_or_critical_frames,critical_frames
x-0.22m_z0.9m,/home/robo25/Downloads/recoding/recoding_08181630.tar.xz::x-0.22m_z0.95m_20260818_162502_015,159,6.316739,25.012906184662686,1.0,1.0,1.0,1.0,0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0
x-0.22m_z1.2m,/home/robo25/Downloads/recoding/recoding_08181630.tar.xz::x-0.22m_z1.2m_20260818_162820_565,169,6.719373,25.002332806944935,1.0,1.0,1.0,1.0,0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0
x0.0m_z0.8m,/home/robo25/Downloads/recoding/recoding_08181630.tar.xz::x0.0m_z0.8m_20260818_162139_642,161,6.397981000000001,25.00788920754844,1.0,1.0,1.0,1.0,0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0
x0.0m_z1.0m,/home/robo25/Downloads/recoding/recoding_08181630.tar.xz::x0.0m_z1.0m_20260818_162224_840,169,6.715604,25.016364872020446,1.0,1.0,1.0,1.0,0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0
x0.0m_z1.3m,/home/robo25/Downloads/recoding/recoding_08181630.tar.xz::x0.0m_z1.3m_20260818_162247_135,173,6.887901,24.97132290374092,1.0,1.0,1.0,1.0,0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0
x0.22m_z0.9m,/home/robo25/Downloads/recoding/recoding_08181630.tar.xz::x0.22m_z0.95m_20260818_162539_367,160,6.358774,25.004820111549805,1.0,1.0,1.0,1.0,0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0
x0.22m_z1.2m,/home/robo25/Downloads/recoding/recoding_08181630.tar.xz::x0.22m_z1.2m_20260818_162746_609,172,6.834345,25.020685961858817,1.0,1.0,1.0,1.0,0,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0
