rule_id,experiment_label_glob,matched_trials,matched_labels,result,reasons
v0p20_finite_hysteresis,approach_center_v0p20*,3,approach_center_v0p20_r01_20260818_173859_761;approach_center_v0p20_r02_20260818_173929_852;approach_center_v0p20_r03_20260818_173959_164,PASS,
